count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,imaging_sample,pmcid,rank,start_char,end_char
24,healthy,healthy,age-matched,6,18,57.0,57  11,57,67,57,yes,5903407.0,0,7983,10239
26,happy,healthy,happy,0,0,0.0,,0,0,0,yes,3893192.0,1,6340,7837
25,unhappy,healthy,unhappy,0,0,0.0,,0,0,0,yes,3893192.0,1,6340,7837
30,healthy,healthy,healthy,9,21,23.041,23.041-23.041,23,23,23,yes,8018944.0,0,8670,11952
223,mood and/or anxiety disorder,patients,MA,61,162,36.0,25-47,25,47,36,yes,7082218.0,0,14245,17478
45,healthy,healthy,HC,22,23,32.0,21-43,21,43,32,yes,7082218.0,0,14245,17478
2,stroke,patients,stroke,1,1,10.0,6-19,6,19,10,yes,8785614.0,0,10157,11478
2,healthy,healthy,healthy,1,1,10.0,6-19,6,19,10,yes,8785614.0,0,10157,11478
90,nonusing controls,healthy,CON,45,45,24.5,18-35,18,35,24,yes,7416060.0,0,8377,10336
54,chronic cannabis users,patients,CAN,27,27,26.5,20-40,20,40,26,yes,7416060.0,0,8377,10336
24,healthy,healthy,native German speakers,12,12,25.3,21-34,21,34,25,yes,7994216.0,0,12556,14217
24,healthy,healthy,right-handed,12,12,26.0,23-34,23,34,26,yes,3502502.0,0,6711,7624
46,healthy,healthy,right-handed,21,25,30.0,19-63,19,63,30,yes,3502502.0,0,6711,7624
17,healthy,healthy,control,17,0,21.5,20.0-23.0,20,23,21,yes,5339238.0,1,10037,12304
14,FIDA,patients,FIDA,8,6,21.5,20.0-23.0,20,23,21,yes,5339238.0,1,10037,12304
12,healthy,healthy,young adults,8,4,25.2,25.2  2.4 years,25,27,25,yes,6585311.0,1,8877,12685
10,stroke,patients,stroke participants,6,4,66.7,66.7  7.94 years,66,70,66,yes,6585311.0,1,8877,12685
9,healthy,healthy,age-matched control participants,4,5,64.2,64.2  7.73 years,64,66,64,yes,6585311.0,1,8877,12685
53,mTBI,patients,mTBI,25,28,30.5,20-58,20,58,30,yes,7539836.0,0,6826,8200
43,healthy,healthy,healthy,19,24,30.5,20-59,20,59,30,yes,7539836.0,0,6826,8200
10,healthy,healthy,healthy,4,6,52.5,50-58,50,58,52,yes,5596109.0,1,20071,22399
25,normal,patients,normal,0,0,0.0,,0,0,0,yes,5596109.0,1,20071,22399
160,healthy controls,healthy,HCs,115,45,37.04,19-59,19,59,37,yes,7721229.0,0,10065,13228
151,schizophrenia,patients,SZs,115,36,38.77,18-62,18,62,39,yes,7721229.0,0,10065,13228
314,healthy controls,healthy,HCs,249,65,17.04,6.47-56.20,6,56,17,yes,7721229.0,0,10065,13228
255,autism spectrum disorder,patients,ASD,224,31,17.05,7.00-55.40,7,55,17,yes,7721229.0,0,10065,13228
41,UC,patients,UC,25,16,37.1,20-54,18,55,37,yes,6457314.0,0,5613,7441
42,healthy,healthy,HC,25,17,36.86,22-55,22,55,37,yes,6457314.0,0,5613,7441
37,PD,patients,PD patients,17,20,2.1,2-5,2,5,2,yes,4184784.0,0,6434,8455
34,healthy,healthy,healthy controls,22,12,28.0,28-28,28,28,28,yes,4184784.0,0,6434,8455
13,right MCA territory infarction,patients,male,13,0,0.0,null,0,0,0,yes,8154462.0,0,4472,5608
11,healthy,healthy,male,11,0,0.0,null,0,0,0,yes,8154462.0,0,4472,5608
28,ASD,patients,adolescents,20,8,14.58,14.58-15.62,14,15,14,yes,8213933.0,0,13173,14739
27,TD,healthy,adolescents,18,9,14.49,14.49-15.51,14,15,14,yes,8213933.0,0,13173,14739
23,healthy,healthy,healthy,15,8,31.16,19-44,19,44,31,yes,5761874.0,0,7481,8731
25,TLE,patients,TLE,13,12,33.67,20-45,20,45,34,yes,5761874.0,0,7481,8731
12,cockroach phobia,patients,phobic,4,8,40.08,null,28,52,40,yes,6220927.0,0,5977,7136
12,no phobias,healthy,non-phobic,4,8,24.08,null,16,32,24,yes,6220927.0,0,5977,7136
0,mTBI,patients,mTBI,0,0,0.0,18-,18,0,0,yes,7275020.0,0,7449,8455
0,healthy,healthy,healthy,0,0,0.0,18-,18,0,0,yes,7275020.0,0,7449,8455
66,patients,patients,MI,17,18,0.0,0-0,0,0,0,yes,8933317.0,6,9763,10865
66,patients,patients,MD,3,28,0.0,0-0,0,0,0,yes,8933317.0,6,9763,10865
18,ASC,patients,ASC,18,0,30.4,20-40,20,40,30,yes,4265725.0,0,10617,12494
18,TD,healthy,TD,18,0,28.6,20-40,20,40,29,yes,4265725.0,0,10617,12494
31,VaMCI,patients,VaMCI,31,0,0.0,0-0,0,0,0,yes,6350268.0,1,6317,9916
32,NC,healthy,NC,32,0,0.0,0-0,0,0,0,yes,6350268.0,1,6317,9916
12,healthy,healthy,male,12,0,24.5,23-45,23,45,24,yes,2525845.0,0,5998,8666
12,healthy,healthy,female,0,12,24.5,23-45,23,45,24,yes,2525845.0,0,5998,8666
16,asymptomatic carotid artery stenosis,patients,carotid artery stenosis,16,0,67.5,55-80,55,80,67,yes,5552726.0,1,3930,5250
30,BPD,patients,BPD,1,29,0.0,0-0,0,0,0,yes,10870473.0,1,15391,18277
30,healthy,healthy,HC,1,29,0.0,0-0,0,0,0,yes,10870473.0,1,15391,18277
19,MTLE,patients,MTLE,11,8,45.3,45.3-45.3,45,45,45,yes,7836234.0,0,7759,9900
19,healthy,healthy,healthy,10,9,45.8,45.8-45.8,45,45,45,yes,7836234.0,0,7759,9900
14,PTSD,patients,PTSD,7,7,35.0,25-45,25,45,35,yes,8785646.0,0,15850,19588
15,healthy,healthy,healthy control,7,8,30.0,20-40,20,40,30,yes,8785646.0,0,15850,19588
14,AD,patients,AD,7,7,72.0,65-80,65,80,72,yes,3423412.0,0,6223,8710
8,MCI,patients,MCI,4,4,70.0,60-75,60,75,70,yes,3423412.0,0,6223,8710
14,healthy,healthy,healthy,7,7,68.0,55-70,55,70,68,yes,3423412.0,0,6223,8710
27,SAD,patients,unmedicated,15,12,0.0,0-0,0,0,0,yes,4029608.0,0,8770,11234
27,HC,healthy,no lifetime history of psychiatric disorders,14,13,0.0,0-0,0,0,0,yes,4029608.0,0,8770,11234
167,ADHD,patients,ADHD families,0,0,0.0,5-18,5,18,0,yes,8782893.0,0,7940,10880
20,2/3,healthy,2/3,10,10,20.5,18-23,18,23,21,yes,3520927.0,0,5472,7428
20,3/4,healthy,3/4,10,10,20.5,18-23,18,23,21,yes,3520927.0,0,5472,7428
8,healthy,healthy,young adults,4,4,31.75,26.75-36.75,26,37,32,yes,4522562.0,0,34627,36506
55,BPPV patients with RD,patients,BPPV patients with RD,27,28,35.0,20-50,20,50,35,yes,10850607.0,1,5212,9037
55,BPPV patients without RD,patients,BPPV patients without RD,27,28,35.0,20-50,20,50,35,yes,10850607.0,1,5212,9037
55,healthy volunteers,healthy,healthy volunteers,27,28,35.0,20-50,20,50,35,yes,10850607.0,1,5212,9037
9,healthy,healthy,musicians,6,3,27.0,null,27,27,27,yes,5719057.0,0,36231,39516
20,healthy,healthy,healthy,9,11,21.95,18-35,18,35,21,yes,4810172.0,0,9451,10858
29,healthy,healthy,healthy,0,0,0.0,0-0,0,0,0,yes,7563756.0,0,9392,10386
22,typically developing adolescents,healthy,Control group,16,6,16.0,12-20,12,20,16,yes,3701149.0,0,11779,14691
12,adolescents with transient AHs,patients,AH group,5,7,15.97,12-20,12,20,16,yes,3701149.0,0,11779,14691
13,adolescents with a 22q11.2 Deletion Syndrome,patients,22q11.2DS group,9,4,16.14,12-20,12,20,16,yes,3701149.0,0,11779,14691
65,idiopathic PD,patients,PD patients,65,0,0.0,0-0,0,0,0,yes,5655292.0,0,3039,4402
24,healthy,healthy,healthy controls,0,24,0.0,0-0,0,0,0,yes,5655292.0,0,3039,4402
38,APOE,patients,APOE-4 carriers,16,22,49.9,40-60,40,60,49,yes,9205431.0,0,45406,48741
38,NC,healthy,noncarriers,16,22,49.9,40-60,40,60,49,yes,9205431.0,0,45406,48741
38,ADHD,patients,ADHD,18,20,35.5,18-65,18,65,35,yes,6347794.0,0,7742,10511
7,healthy,healthy,male,7,0,23.5,21-28,21,28,23,yes,7406917.0,1,8419,12364
163,healthy controls,healthy,healthy controls,117,46,36.9,36.9-36.9,36,37,37,yes,6611425.0,2,12727,16419
151,SZ,patients,patients with SZ,114,37,37.8,37.8-37.8,37,38,38,yes,6611425.0,2,12727,16419
18,nAMD,patients,nAMD,9,9,55.0,55-55,55,55,55,yes,8544331.0,1,16185,17940
18,healthy,healthy,healthy,9,9,55.0,55-55,55,55,55,no,8544331.0,1,16185,17940
10,ET,patients,ET patients,6,4,69.48,69.48-9,69,79,69,yes,7493988.0,0,43154,44585
10,healthy,healthy,healthy subjects,5,5,67.77,67.77-8,67,77,67,yes,7493988.0,0,43154,44585
23,healthy,healthy,MEG Center,23,0,0.0,0-0,0,0,0,yes,8752963.0,0,5395,7240
89,healthy,healthy,HCP,44,45,28.5,22-35,22,35,28,yes,8752963.0,0,5395,7240
20,Tourette syndrome,patients,TS,20,0,12.0,10-14,10,14,12,yes,3877773.0,0,6179,7775
17,healthy,healthy,control,17,0,12.0,10-14,10,14,12,yes,3877773.0,0,6179,7775
23,childhood abuse,patients,childhood abuse,15,6,17.5,17.5,17,18,17,yes,5104469.0,0,12106,15360
20,psychiatric controls,healthy,psychiatric controls,0,0,0.0,0,0,0,0,yes,5104469.0,0,12106,15360
27,healthy controls,healthy,healthy controls,0,0,0.0,0,0,0,0,yes,5104469.0,0,12106,15360
50,normal or correct-to-normal vision,healthy,healthy,11,39,21.6,null,0,0,0,yes,11063816.0,1,7060,9255
13,eHA,patients,eHA,13,0,4.5,60-80,60,80,4,yes,6509414.0,0,8835,10592
14,iHA,patients,iHA,14,0,4.5,60-80,60,80,4,yes,6509414.0,0,8835,10592
21,Parkinson's disease,patients,Parkinson's disease,13,8,60.8,44-73,44,73,60,yes,3182403.0,0,5559,6387
20,healthy,healthy,typically developing children,19,1,5.8,5.2 to 6.8 years,5,7,6,yes,4274095.0,1,12283,13600
20,ALS,patients,ALS patients,20,0,0.0,0-0,0,0,0,yes,3447931.0,0,7348,8813
20,healthy,healthy,healthy controls,20,0,0.0,0-0,0,0,0,yes,3447931.0,0,7348,8813
14,healthy,healthy,right-handed,7,7,26.5,21-38 years,21,38,26,yes,3324921.0,0,9056,13005
284,healthy,healthy,RH,71,71,26.8,25-6 years,25,31,26,yes,4319399.0,0,9266,11511
284,healthy,healthy,LH,73,69,24.4,24-6 years,24,30,24,yes,4319399.0,0,9266,11511
6,VA,patients,VA,6,0,0.0,0-0,0,0,0,yes,9230060.0,0,4708,5988
7,VP,patients,VP,7,0,0.0,0-0,0,0,0,yes,9230060.0,0,4708,5988
7,NV,patients,NV,7,0,0.0,0-0,0,0,0,yes,9230060.0,0,4708,5988
20,healthy,healthy,HC,20,0,0.0,0-0,0,0,0,yes,9230060.0,0,4708,5988
15,normal or corrected-to-normal vision,healthy,students,7,8,23.8,null,19,28,24,yes,5324609.0,0,5173,8811
48,epilepsy,patients,unknown etiology,15,33,28.0,15-28,15,28,28,yes,10839335.0,1,14464,16296
14,normal hearing,healthy,listeners,7,7,24.0,22-48,22,48,24,yes,3788350.0,0,9587,10771
15,phobic prone,patients,phobic prone,9,6,39.2,null,39,39,39,yes,3002948.0,0,8290,11062
15,eating disorders prone,patients,eating disorders prone,10,5,34.4,null,34,34,34,yes,3002948.0,0,8290,11062
62,panic disorder and agoraphobia,patients,panic disorder and agoraphobia,30,32,34.5,20-50,20,50,35,yes,6854061.0,0,8526,10737
39,healthy controls,healthy,healthy controls,19,20,33.5,20-50,20,50,34,yes,6854061.0,0,8526,10737
60,panic disorder and agoraphobia,patients,panic disorder and agoraphobia,29,31,35.5,20-50,20,50,36,yes,6854061.0,0,8526,10737
38,healthy controls,healthy,healthy controls,18,20,34.5,20-50,20,50,35,yes,6854061.0,0,8526,10737
24,MSA c-type,patients,MSA c-type,12,12,55.0,45-65,45,65,55,yes,7485713.0,0,27477,29306
20,healthy,healthy,healthy,10,10,50.0,40-60,40,60,50,yes,7485713.0,0,27477,29306
25,healthy,healthy,normal adult subjects,14,10,33.2,13.5,13,53,33,yes,6412974.0,0,9389,12145
18,JME,patients,JME patients,3,15,30.1,17.73,20,48,30,yes,6412974.0,0,9389,12145
29,NDPH,patients,NDPH,15,14,37.0,37.0-37.0,37,37,37,yes,10958407.0,0,14724,16301
37,HC,healthy,HC,16,21,34.89,34.89-34.89,34,34,34,yes,10958407.0,0,14724,16301
28,healthy,healthy,younger adults,19,9,24.39,1834,18,34,24,yes,7004957.0,4,9185,11794
24,healthy,healthy,older adults,15,9,66.95,5575,55,75,67,yes,7004957.0,4,9185,11794
2,ET,patients,ET,0,0,0.0,0-0,0,0,0,yes,4732188.0,0,5151,6415
2,healthy,healthy,healthy,0,0,0.0,0-0,0,0,0,yes,4732188.0,0,5151,6415
23,non-convicted CSOs,healthy,non-convicted CSOs,0,0,0.0,0-0,0,0,0,yes,6678781.0,1,16665,20137
38,CSOs convicted,patients,CSOs convicted,0,0,0.0,0-0,0,0,0,yes,6678781.0,1,16665,20137
100,FES,patients,AVH,50,50,25.0,20-30,20,30,25,yes,9435010.0,1,9332,11452
50,healthy,healthy,HCs,25,25,25.0,20-30,20,30,25,yes,9435010.0,1,9332,11452
22,healthy,healthy,young adults,22,0,22.81,22.81.2,22,23,23,yes,10858222.0,0,9950,10991
16,ASD,patients,ASD,16,0,13.0,8-18,8,18,13,yes,5279905.0,0,7481,9124
16,TD,healthy,TD,16,0,13.0,8-18,8,18,13,yes,5279905.0,0,7481,9124
42,ASD,patients,ASD,0,0,22.0,8-36,8,36,22,yes,3842522.0,0,11123,13089
48,TD,healthy,TD,0,0,22.0,8-36,8,36,22,yes,3842522.0,0,11123,13089
19,OCD,patients,OCD patients,0,0,0.0,0-0,0,0,0,yes,3777673.0,1,6638,9015
19,healthy,healthy,healthy controls,0,0,0.0,0-0,0,0,0,yes,3777673.0,1,6638,9015
20,MdDS,patients,MdDS,5,15,43.4,2766 years,0,0,0,yes,3510214.0,0,12585,13447
20,healthy,healthy,CTRL,0,0,43.0,2359 years,0,0,0,yes,3510214.0,0,12585,13447
11,healthy,healthy,normal subjects,5,6,31.0,25-38,25,38,31,yes,3132672.0,0,7753,11701
16,healthy,healthy,low BrAC,8,8,25.27,25-27,25,27,25,yes,4332461.0,0,4469,7045
16,healthy,healthy,high BrAC,8,8,25.27,25-27,25,27,25,yes,4332461.0,0,4469,7045
21,PTSD,patients,PTSD,11,10,30.0,20-40,20,40,30,yes,5030332.0,0,7905,9151
17,DD,patients,DD,8,9,9.5,8-11,8,11,9,yes,5758587.0,0,11527,14377
11,TD,healthy,TD,5,6,9.5,8-11,8,11,9,yes,5758587.0,0,11527,14377
34,alcohol-dependent patients,patients,alcohol-dependent patients,34,0,0.0,null,0,0,0,yes,5413198.0,0,10741,12545
26,healthy controls,healthy,healthy controls,26,0,0.0,null,0,0,0,yes,5413198.0,0,10741,12545
20,healthy,healthy,right-handed,7,13,25.53,25.53-25.53,25,26,25,yes,2561002.0,0,39930,43391
10,healthy,healthy,right-handed dominance,4,6,25.82,25.82-25.82,25,26,25,yes,2561002.0,0,39930,43391
10,healthy,healthy,left-handed dominance,3,7,25.23,25.23-25.23,25,26,25,yes,2561002.0,0,39930,43391
20,healthy,healthy,HC,10,10,30.0,20-40,20,40,30,yes,8933759.0,5,27139,30577
20,MTLE,patients,LMTLE,10,10,30.0,20-40,20,40,30,yes,8933759.0,5,27139,30577
20,MTLE,patients,RMTLE,10,10,30.0,20-40,20,40,30,yes,8933759.0,5,27139,30577
56,healthy,healthy,women,0,56,24.3,24.3-24.3,24,24,24,yes,5068584.0,0,5351,8476
58,PD,patients,all,39,19,70.03,null,0,0,0,yes,10999557.0,0,13178,14102
27,NC,patients,NC,0,0,27.96,null,0,0,0,yes,10999557.0,0,13178,14102
21,MCI,patients,MCI,18,3,23.52,null,0,0,0,yes,10999557.0,0,13178,14102
10,SCI,patients,SCI,0,0,17.3,null,0,0,0,yes,10999557.0,0,13178,14102
23,healthy,healthy,healthy,0,0,15.2,15.2-15.2,15,15,15,yes,4030253.0,0,12909,14925
18,IA,patients,IA,0,0,15.1,15.1-15.1,15,15,15,yes,4030253.0,0,12909,14925
2,RMTLE,patients,LMTLE,0,0,0.0,0-0,0,0,0,yes,4017227.0,5,6499,7012
2,healthy,healthy,healthy,0,0,0.0,0-0,0,0,0,yes,4017227.0,5,6499,7012
173,TSC,patients,TSC,0,0,0.0,0-0,0,0,0,yes,9308181.0,0,5201,8942
0,refectory epilepsy,patients,temporal lobe resection,0,0,0.0,16-60,16,60,0,yes,11069337.0,0,6635,7916
20,healthy,healthy,healthy,10,10,25.0,20-30,20,30,25,yes,4352055.0,3,21198,22751
163,healthy,healthy,healthy,117,46,36.9,36.9-36.9,36,37,37,yes,9057100.0,0,12793,13992
151,SZ,patients,patients,114,37,37.8,37.8-37.8,37,38,38,yes,9057100.0,0,12793,13992
5,TS,patients,TS,3,2,27.0,27-27,27,27,27,yes,5857897.0,0,6603,7746
395,healthy,healthy,young,0,0,0.0,22-36,22,36,0,yes,11000510.0,0,19253,21643
5,patients,patients,patients,5,0,0.0,0-0,0,0,0,yes,6699415.0,0,34985,36467
75,chronic dieters,patients,females,0,75,19.38,18-23,18,23,19,yes,5460048.0,0,11781,14592
14,healthy,healthy,blocked,7,7,25.0,20-30,20,30,25,yes,6016936.0,1,13042,14927
14,healthy,healthy,event-related,7,7,25.0,20-30,20,30,25,yes,6016936.0,1,13042,14927
10,healthy,healthy,blocked,5,5,25.0,20-30,20,30,25,yes,6016936.0,1,13042,14927
10,healthy,healthy,event-related,5,5,25.0,20-30,20,30,25,yes,6016936.0,1,13042,14927
6,PCH,patients,PCH,0,0,0.0,0-0,0,0,0,yes,9461104.0,0,8676,10310
102,healthy,healthy,healthy,36,66,21.5,20-23,20,23,21,yes,3775427.0,1,8012,10968
200,healthy,healthy,healthy,100,100,0.0,0-100,0,100,0,yes,6492297.0,6,14949,18771
595,healthy,healthy,all,217,378,39.47,8-83,8,83,39,yes,8615904.0,0,7046,10033
1112,ASD patients and normal controls,patients,ASD patients,0,0,0.0,0-0,0,0,0,yes,9407088.0,1,29835,31900
1114,ASD patients and normal controls,patients,ASD patients,0,0,0.0,0-0,0,0,0,yes,9407088.0,1,29835,31900
6,LITT-treated patients,patients,LITT-treated patients,0,0,0.0,0-0,0,0,0,yes,10844152.0,3,8499,11684
1,thalamic GBM,patients,thalamic GBM,0,0,0.0,0-0,0,0,0,yes,10844152.0,3,8499,11684
1,rolandic BM,patients,rolandic BM,0,0,0.0,0-0,0,0,0,yes,10844152.0,3,8499,11684
10,LITT-treated patients,patients,LITT-treated patients,0,0,0.0,0-0,0,0,0,yes,10844152.0,3,8499,11684
6,eloquent tumors,patients,eloquent tumors,0,0,0.0,0-0,0,0,0,yes,10844152.0,3,8499,11684
