count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,imaging_sample,pmcid,rank,start_char,end_char
60,panic disorder and agoraphobia,patients,second funding period,25,35,36.5,21-36,21,36,34,yes,6854061,0,8526,10737
38,healthy,healthy,second funding period,19,19,33.5,20-40,20,40,32,yes,6854061,0,8526,10737
25,normal adult subjects,healthy,normal adult subjects,14,10,33.21,33-35,33,35,34,yes,6412974,0,9389,12145
24,MSA c-type patients,patients,MSA c-type patients,12,12,60.5,50-70,50,70,60,yes,7485713,0,27477,29306
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,4732188,0,5151,6415
10,healthy,healthy,group1,5,5,25.5,20-30,20,30,25,yes,7004957,0,28330,28574
1,healthy,healthy,general,1,0,25.5,25-30,25,30,27,no,6678781,0,33032,36829
1,healthy,healthy,MRI,1,0,24.7,19-30,19,30,24,yes,9435010,0,11452,12744
16,ASD,patients,ASD,16,0,13.0,8-18,8,18,13,no,5279905,0,7481,9124
16,TD,healthy,TD,16,0,13.0,8-18,8,18,13,no,5279905,0,7481,9124
42,ASD,patients,ASD,21,21,18.5,8-36,8,36,18,yes,3842522,0,11123,13089
32,healthy,healthy,MRI,17,15,25.27,25-27,25,27,25,yes,4332461,0,4501,7045
2,healthy,healthy,fmri,1,1,25.5,20-30,20,30,25,yes,3777673,0,12233,16884
20,MdDS,patients,clinical history,5,15,43.4,2766 years,27,66,17,no,3510214,0,12585,13447
11,healthy,healthy,auditory oddball paradigm,6,5,31.0,25-38,25,38,31,yes,3132672,0,7753,11701
21,PTSD,patients,PTSD,11,10,30.5,20-40,20,40,30,yes,5030332,0,7905,9151
35,DD,patients,children,23,12,8.5,8-11,8,11,9,yes,5758587,0,11527,14377
17,TD,healthy,children,11,6,8.5,8-11,8,11,9,yes,5758587,0,11527,14377
34,alcohol-dependent patients,patients,ADP,34,0,0.0,,0,0,0,yes,5413198,0,10741,12545
26,healthy controls,healthy,HC,26,0,0.0,,0,0,0,yes,5413198,0,10741,12545
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,2561002,0,39930,43391
1,healthy,healthy,brain scan,1,0,0.0,0-0,0,0,0,yes,8933759,0,9208,10406
63,healthy,healthy,baseline,0,63,24.3,24-35,24,35,24,yes,5068584,0,5351,8476
28,IA,patients,IA,14,14,15.1,14-16,14,16,15,no,4030253,0,12909,14925
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,4017227,0,10889,12088
173,TSC,patients,cohort,80,93,30.5,20-60,20,60,30,yes,9308181,0,5201,8942
18,healthy,healthy,analysis,10,8,25.5,20-30,20,30,25,no,4352055,0,25752,26232
163,healthy,healthy,SZ dataset,117,46,36.9,36.9,36,37,36,yes,9057100,0,12793,13992
5,Tourette Syndrome,patients,DBS,3,2,27.0,27,27,27,27,yes,5857897,0,6603,7746
5,patients,patients,study limitations,0,0,0.0,,0,0,0,yes,6699415,0,34985,36467
75,chronic dieters,healthy,females,0,75,19.38,18-23,18,23,19,yes,5460048,0,11781,14592
20,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,6016936,0,11128,11174
6,PCH,patients,ukurova University Pediatric Neurology Clinic,3,3,3.5,0-6,0,6,3,yes,9461104,0,8676,10310
0,none,healthy,none,0,0,0.0,none,0,0,0,no,3775427,0,31249,31467
228,healthy,healthy,behavioral,7,13,25.53,25.5±3,22,29,25,no,6492297,0,27161,31007
595,none,healthy,full-coverage,222,373,39.47,"883, 63.36% females",883,63,39,yes,8615904,0,7046,10033
1,autism,patients,example,0,1,8.0,8-8,8,8,8,yes,9407088,0,31900,35502
