count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,imaging_sample,pmcid
29,"first-episode, drug-nave major depressive disorder",patients,MDD patients,9.0,21.0,,18-45,18.0,45.0,,yes,4869560.0
29,none,healthy,healthy subjects,15.0,14.0,26.76,,,,,yes,4869560.0
24,,healthy,"right-handed, native German speakers",12.0,12.0,25.3,21-34,21.0,34.0,,yes,7994216.0
10,idiopathic musculoskeletal pain,patients,adolescents with IMP,1.0,9.0,16.3,14-17,14.0,17.0,,yes,5686883.0
10,no pain,healthy,healthy adolescents,1.0,9.0,16.1,14-17,14.0,17.0,,yes,5686883.0
12,,healthy,right-handed males,12.0,0.0,31.0,18-55,18.0,55.0,,yes,3258233.0
595,,healthy,all participants,,,39.47,8-83,8.0,83.0,,yes,8615904.0
12,,healthy,first experiment,6.0,6.0,26.0,23-39,23.0,39.0,,yes,3422286.0
14,,healthy,second experiment,7.0,7.0,23.0,24-30,24.0,30.0,,yes,3422286.0
53,mild traumatic brain injury,patients,mTBI patients,,,,,,,,yes,7275020.0
37,,healthy,healthy controls,,,,,,,,yes,7275020.0
23,,healthy,healthy,11.0,12.0,24.2,18-31,18.0,31.0,,yes,4436102.0
5,epilepsy,patients,Right hippocampus,,,,,,,,yes,4522562.0
5,epilepsy,patients,Right parahippocampal cortex,,,,,,,,yes,4522562.0
3,epilepsy,patients,Left hippocampus,,,,,,,,yes,4522562.0
1,epilepsy,patients,Left parahippocampal cortex,,,,,,,,yes,4522562.0
8,none,healthy,Healthy young adults,4.0,4.0,31.75,26-37,26.0,37.0,,yes,4522562.0
19,No diagnosis,healthy,healthy controls,8.0,11.0,33.0,20-52,20.0,52.0,,yes,4983635.0
12,mild to moderate depression,patients,mild to moderate depression,,,,,,,,yes,4983635.0
18,severe depression,patients,severe depression,,,,,,,,yes,4983635.0
15,very severe depression,patients,very severe depression,,,,,,,,yes,4983635.0
42,Parkinson's Disease,patients,PD patients,,,,,,,,yes,6389716.0
40,,healthy,normal controls,,,,,,,,yes,6389716.0
55,,healthy,adolescents,17.0,38.0,13.0,12-14,12.0,14.0,,yes,7057279.0
24,,healthy,designers,10.0,14.0,34.5,,,,,yes,8699602.0
55,,healthy,White male participants,55.0,0.0,24.255,18-35,18.0,35.0,,yes,6434022.0
40,none,healthy,healthy participants,20.0,20.0,20.0,18-23,18.0,23.0,,yes,4370584.0
14,none,healthy,healthy participants,6.0,8.0,24.8,22-29,22.0,29.0,,yes,3078751.0
36,,healthy,men,36.0,0.0,,,,,,yes,7913329.0
27,,healthy,women,0.0,27.0,,,,,,yes,7913329.0
24,anorexia nervosa,patients,AN,0.0,24.0,,,,,,yes,4530666.0
25,none,healthy,HC,0.0,25.0,,,,,,yes,4530666.0
31,none,healthy,healthy,16.0,15.0,20.0,18-22,18.0,22.0,,yes,3539852.0
13,,healthy,DCG,5.0,8.0,23.1,19-29,19.0,29.0,,yes,4034409.0
13,,healthy,TCG,4.0,9.0,23.5,19-29,19.0,29.0,,yes,4034409.0
7,,healthy,healthy males,7.0,0.0,23.5,21-28,21.0,28.0,,yes,7406917.0
27,generalized Social anxiety disorder,patients,SAD,15.0,12.0,,,,,,yes,4029608.0
27,no lifetime history of psychiatric disorders,healthy,HC,14.0,13.0,,,,,,yes,4029608.0
36,none,healthy,all participants,19.0,17.0,26.45,21-41,21.0,41.0,,yes,3869681.0
18,none,healthy,Experiment 1,10.0,8.0,26.3,21-41,21.0,41.0,,yes,3869681.0
18,none,healthy,Experiment 2,9.0,9.0,26.6,21-38,21.0,38.0,,yes,3869681.0
20,no prior history of neurological disease,healthy,male participants,20.0,0.0,23.9,18-33,18.0,33.0,,yes,4255751.0
21,Essential Tremor,patients,ET patients,12.0,9.0,51.6,,,,,yes,4732188.0
21,,healthy,Healthy controls,14.0,7.0,50.6,,,,,yes,4732188.0
14,congenitally profoundly deaf,patients,CS group,3.0,11.0,25.0,18-33,18.0,33.0,,yes,5371603.0
15,normally hearing,healthy,NH group,6.0,9.0,25.166666666666668,20-37,20.0,37.0,,yes,5371603.0
9,,healthy,musicians,6.0,3.0,23.0,19-27,19.0,27.0,,yes,5719057.0
25,,healthy,healthy controls,,,,,,,,yes,6200185.0
27,relapsing-remitting multiple sclerosis,patients,FMS patients,,,,,,,,yes,6200185.0
17,relapsing-remitting multiple sclerosis,patients,NFMS patients,,,,,,,,yes,6200185.0
10,none,healthy,healthy volunteers,,,,18-36,18.0,36.0,,yes,4280551.0
7,none,healthy,additional volunteers,,,,18-36,18.0,36.0,,yes,4280551.0
20,,healthy,healthy,12.0,8.0,24.56,,,,,yes,4477935.0
30,hemifacial spasm,patients,HFS patients,12.0,18.0,48.87,not specified,,,,yes,8569140.0
30,none,healthy,healthy controls,12.0,18.0,47.63,not specified,,,,yes,8569140.0
10,essential tremor,patients,ET patients,6.0,4.0,69.4,,,,,yes,7493988.0
10,none,healthy,HC,5.0,5.0,67.7,,,,,yes,7493988.0
48,none,healthy,all participants,24.0,24.0,26.4,,,,,yes,2993660.0
17,,healthy,healthy,0.0,17.0,20.7,18-23,18.0,23.0,,yes,6688454.0
10,,healthy,healthy participants,7.0,3.0,26.6,24-29,24.0,29.0,,no,8893203.0
18,,healthy,healthy volunteers,9.0,9.0,30.3,26-35,26.0,35.0,,yes,6726765.0
35,subjective cognitive decline,patients,SCD patients,,,,55-75,55.0,75.0,,yes,7090024.0
32,none,healthy,healthy controls,,,,,,,,yes,7090024.0
14,,healthy,initial,5.0,9.0,27.0,20-34,20.0,34.0,,yes,6198067.0
11,,healthy,final,7.0,4.0,28.0,21-35,21.0,35.0,,yes,6198067.0
15,,healthy,healthy volunteers,7.0,8.0,25.6,22-30,22.0,30.0,,yes,3889700.0
20,,healthy,all participants,9.0,11.0,23.0,18-27,18.0,27.0,,yes,7339141.0
5,supratentorial gliomas,patients,patients with intrinsic tumours within the right cerebral hemisphere,2.0,3.0,33.7,unknown,,,,yes,6699415.0
33,,healthy,healthy,19.0,14.0,29.4,,,,,yes,4416052.0
53,social anxiety disorder,patients,SAD,36.0,17.0,29.9,,,,,yes,4416052.0
18,,healthy,female participants,0.0,18.0,21.04,,,,,yes,4975394.0
7,,healthy,HCD,2.0,5.0,31.0,,,,,yes,7758977.0
6,,healthy,fasting,1.0,5.0,29.0,,,,,yes,7758977.0
50,Idiopathic Parkinson's Disease,patients,IPD patients,29.0,21.0,57.7,,,,,yes,6675526.0
20,none,healthy,healthy controls,13.0,7.0,55.6,,,,,yes,6675526.0
19,,healthy,healthy adults,12.0,7.0,27.9,20-35,20.0,35.0,,yes,7456884.0
31,vascular mild cognitive impairment,patients,VaMCI,,,,,,,,yes,6350268.0
32,normal controls,healthy,NC,,,,,,,,yes,6350268.0
33,none,healthy,healthy males,33.0,0.0,23.86,19-32,19.0,32.0,,yes,4380440.0
18,Parkinson's disease with anxiety,patients,PD-A,,,,,,,,yes,5655292.0
45,Parkinson's disease without anxiety,patients,PD-NA,,,,,,,,yes,5655292.0
24,healthy,healthy,HC,,,,,,,,yes,5655292.0
21,history of childhood abuse,patients,young people with a history of childhood abuse,15.0,6.0,17.5,,,,,yes,5104469.0
19,psychiatric conditions,patients,psychiatric controls,9.0,10.0,16.9,,,,,yes,5104469.0
27,no history of psychiatric illness and childhood maltreatment,healthy,healthy controls,21.0,6.0,17.5,,,,,yes,5104469.0
57,typically developing children without reading disorders,healthy,children,31.0,26.0,10.19,9-11,9.0,11.0,,yes,7099000.0
15,,healthy,healthy males,15.0,0.0,26.0,,,,,yes,5270359.0
21,none,healthy,Experiment 1,12.0,9.0,26.0,22-29,22.0,29.0,26.0,yes,4458841.0
22,none,healthy,Experiment 2,7.0,15.0,28.0,24-32,24.0,32.0,28.0,yes,4458841.0
28,none,healthy,younger adults,19.0,9.0,24.39,18-34,18.0,34.0,,yes,7004957.0
23,none,healthy,older adults,14.0,9.0,66.95,55-75,55.0,75.0,,yes,7004957.0
40,,healthy,Tohoku University community,32.0,8.0,20.5,18-28,18.0,28.0,,yes,3605341.0
14,developmental dyscalculia,patients,DD children at baseline,,,,8-11,8.0,11.0,,yes,5758587.0
11,typically developing,healthy,TD children at baseline,,,,8-11,8.0,11.0,,yes,5758587.0
13,developmental dyscalculia,patients,DD children at follow-up,,,,8-11,8.0,11.0,,yes,5758587.0
8,typically developing,healthy,TD children at follow-up,,,,8-11,8.0,11.0,,yes,5758587.0
12,cockroach phobia,patients,phobic individuals,4.0,8.0,40.08,,,,,yes,6220927.0
12,no phobias,healthy,non-phobic individuals,4.0,8.0,24.08,,,,,yes,6220927.0
21,idiopathic Parkinson's disease,patients,PD,14.0,7.0,,,,,,yes,3045463.0
19,,healthy,Control,12.0,7.0,,,,,,yes,3045463.0
13,chronic pain,patients,chronic pain,4.0,9.0,51.8,43-65,43.0,65.0,52.0,yes,4048172.0
13,no chronic pain,healthy,normal controls,4.0,9.0,48.7,38-62,38.0,62.0,46.0,yes,4048172.0
30,,healthy,Cantonese-Mandarin-English trilinguals,10.0,20.0,,18-25,18.0,25.0,,yes,5881103.0
20,,healthy,healthy,16.0,4.0,,20-36,20.0,36.0,,yes,4717328.0
6,,healthy,healthy volunteers,5.0,1.0,,22-35,22.0,35.0,,yes,3894920.0
223,mood and/or anxiety disorder,patients,MA,61.0,162.0,36.0,,,,,yes,7082218.0
45,none,healthy,HC,22.0,23.0,32.0,,,,,yes,7082218.0
32,,healthy,fMRI study,13.0,19.0,23.0,19-30,19.0,30.0,,yes,3672681.0
32,none,healthy,all participants,17.0,15.0,,25-27,25.0,27.0,,yes,4332461.0
16,none,healthy,low BrAC group,,,,,,,,yes,4332461.0
16,none,healthy,high BrAC group,,,,,,,,yes,4332461.0
27,cocaine use disorder,patients,male cocaine users,27.0,0.0,,18-45,18.0,45.0,,yes,8459240.0
28,cocaine use disorder,patients,female cocaine users,0.0,28.0,,18-45,18.0,45.0,,yes,8459240.0
26,non-cocaine users,healthy,male non-cocaine users,26.0,0.0,,18-45,18.0,45.0,,yes,8459240.0
28,non-cocaine users,healthy,female non-cocaine users,0.0,28.0,,18-45,18.0,45.0,,yes,8459240.0
10,none,healthy,healthy volunteers,3.0,7.0,39.8,18-50,18.0,50.0,,yes,2935390.0
12,binge drinkers,patients,binge drinkers,7.0,5.0,23.8,19-32,19.0,32.0,,yes,3791281.0
12,matched controls,healthy,controls,7.0,5.0,23.8,19-32,19.0,32.0,,yes,3791281.0
27,neurologically healthy,healthy,young and healthy,10.0,17.0,24.9,20-38,20.0,38.0,,yes,6646524.0
21,heroin relapsers,patients,relapsers,21.0,0.0,,,,,,yes,4990879.0
19,heroin non-relapsers,patients,non-relapsers,19.0,0.0,,,,,,yes,4990879.0
39,aphasia,patients,chronic left hemisphere stroke survivors,,,,,,,,yes,5266856.0
37,none,healthy,healthy control subjects,,,,,,,,yes,5266856.0
42,autism spectrum disorder,patients,ASD,,,,8-36,8.0,36.0,,yes,3842522.0
48,typically developed,healthy,TD,,,,8-36,8.0,36.0,,yes,3842522.0
19,mesial temporal lobe epilepsy,patients,MTLE patients,11.0,8.0,45.3,not specified,,,,yes,7836234.0
19,none,healthy,healthy controls,10.0,9.0,45.8,not specified,,,,yes,7836234.0
22,,healthy,Control group,16.0,6.0,16.0,12-20,12.0,20.0,,yes,3701149.0
12,transient auditory hallucinations,patients,AH group,5.0,7.0,15.97,12-20,12.0,20.0,,yes,3701149.0
13,22q11.2 Deletion Syndrome,patients,22q11.2DS group,9.0,4.0,16.14,12-20,12.0,20.0,,yes,3701149.0
14,,healthy,all participants,7.0,7.0,,22-48,22.0,48.0,,yes,3788350.0
31,anorexia nervosa,patients,AN,0.0,31.0,,,,,,yes,3913832.0
35,no personal or family history of eating disorders,healthy,HC,0.0,35.0,,,,,,yes,3913832.0
20,,healthy,healthy,14.0,6.0,24.0,20-34,20.0,34.0,,yes,8764488.0
11,,healthy,healthy,5.0,6.0,31.0,25-38,25.0,38.0,,yes,3132672.0
16,none,healthy,healthy volunteers,6.0,10.0,23.1,19-29,19.0,29.0,,yes,5832413.0
16,,healthy,healthy participants,10.0,6.0,30.1,18-40,18.0,40.0,,yes,4072722.0
17,none,healthy,controls,9.0,8.0,21.5,20-23,20.0,23.0,,yes,5339238.0
14,former iron deficient anemic,patients,FIDA,8.0,6.0,21.5,20-23,20.0,23.0,,yes,5339238.0
31,none,healthy,healthy young participants,,,,25-27,25.0,27.0,,yes,5890144.0
100,multi-problem young adults with varying levels of psychopathic traits,patients,multi-problem young adults,100.0,0.0,,18-27,18.0,27.0,,yes,6004505.0
22,,healthy,healthy controls,22.0,0.0,,,,,,yes,6004505.0
19,attention-deficit hyperactivity disorder,patients,ADHD,,,,,,,,yes,4936600.0
6,Developmental coordination disorder,patients,DCD,,,,,,,,yes,4936600.0
14,Developmental coordination disorder+attention-deficit hyperactivity disorder,patients,DCD+ADHD,,,,,,,,yes,4936600.0
21,typically developing,healthy,typically developing,,,,,,,,yes,4936600.0
15,none,healthy,healthy adults,5.0,10.0,31.69,22-54,22.0,54.0,,yes,7981326.0
18,,healthy,healthy participants,10.0,8.0,25.0,22-29,22.0,29.0,,yes,4493392.0
43,,healthy,all participants,18.0,25.0,23.67,20-27,20.0,27.0,,yes,5428836.0
24,very preterm birth,patients,VPT,,,,,,,,yes,4215530.0
22,,healthy,CT,,,,,,,,yes,4215530.0
17,schizophrenia or schizoaffective disorder,patients,patients with schizophrenia or schizoaffective disorder,,,,,,,,yes,7851842.0
18,none,healthy,matched controls,,,,,,,,yes,7851842.0
33,,healthy,neurotypical,17.0,16.0,26.0,20-48,20.0,48.0,,no,5447679.0
50,mild traumatic brain injury,patients,mTBI,25.0,28.0,,20-58,20.0,58.0,,yes,7539836.0
43,,healthy,HC,19.0,24.0,,20-59,20.0,59.0,,yes,7539836.0
34,no history of neurological or psychiatric illnesses,healthy,healthy right-handed students,19.0,15.0,,18-25,18.0,25.0,,yes,6908964.0
16,,healthy,Experiment 2,11.0,5.0,,20-59,20.0,59.0,,yes,4349631.0
19,obsessivecompulsive disorder,patients,OCD patients,,,,,,,,yes,3777673.0
19,none,healthy,healthy control participants,,,,,,,,yes,3777673.0
15,,healthy,healthy,8.0,7.0,22.21,,,,,yes,6195265.0
12,none,healthy,men,12.0,0.0,,23-45,23.0,45.0,,yes,2525845.0
12,none,healthy,women early follicular phase,0.0,12.0,,23-45,23.0,45.0,,yes,2525845.0
12,none,healthy,women midluteal phase,0.0,12.0,,23-45,23.0,45.0,,yes,2525845.0
22,,healthy,fMRI,11.0,11.0,23.33,,,,,yes,6215330.0
24,,healthy,EEG,10.0,11.0,25.07,,,,,yes,6215330.0
15,,healthy,healthy participants,8.0,7.0,26.5,21-38,21.0,38.0,,yes,3324921.0
5,epilepsy,patients,epilepsy patients,2.0,3.0,25.0,,,,,yes,3324921.0
24,asymptomatic carotid artery stenosis,patients,asymptomatic carotid artery stenosis patients,,,,55-80,55.0,80.0,,yes,5552726.0
14,Alzheimer's Disease,patients,AD,,,,,,,,yes,3423412.0
8,Mild Cognitive Impairment,patients,MCI,,,,,,,,yes,3423412.0
14,,healthy,healthy elders,,,,,,,,yes,3423412.0
29,new daily persistent headache,patients,NDPH,15.0,14.0,37.0,unknown,,,,yes,10958407.0
37,none,healthy,HCs,16.0,21.0,34.89,unknown,,,,yes,10958407.0
122,relapsing-remitting multiple sclerosis,patients,MS patients,38.0,84.0,37.6,18-65,18.0,65.0,,yes,11033924.0
97,no diagnosis,healthy,HC subjects,41.0,56.0,38.1,18-65,18.0,65.0,,yes,11033924.0
229,neurotypical,healthy,neurotypical Han Chinese,114.0,115.0,21.58,17-29,17.0,29.0,,yes,10980722.0
73,,healthy,adults,29.0,44.0,22.3,18-39,18.0,39.0,,no,10956805.0
16,Alzheimer's disease,patients,pre-intervention AD patients,,,,,,,,yes,11024046.0
16,Alzheimer's disease,patients,post-intervention AD patients,,,,,,,,yes,11024046.0
16,no cognitive impairment,healthy,healthy controls,,,,,,,,yes,11024046.0
50,,healthy,all participants,11.0,39.0,21.6,17-26,17.0,26.0,,yes,11063816.0
48,focal epilepsy,patients,patients with focal epilepsy,15.0,33.0,,,,,28.0,yes,10839335.0
13,none,healthy,healthy,9.0,1.0,24.0,19-29,19.0,29.0,,yes,10839845.0
55,benign paroxysmal positional vertigo with residual dizziness,patients,BPPV with RD,,,,,,,,yes,10850607.0
55,benign paroxysmal positional vertigo without residual dizziness,patients,BPPV without RD,,,,,,,,yes,10850607.0
55,healthy,healthy,healthy controls,,,,,,,,yes,10850607.0
28,refractory epilepsy,patients,patients with refractory epilepsy,,,,16-60,16.0,60.0,,yes,11069337.0
27,normal cognition,patients,NC,,,,,,,,yes,10999557.0
21,mild cognitive impairment,patients,MCI,,,,,,,,yes,10999557.0
10,severe cognitive impairment,patients,SCI,,,74.4,,,,,yes,10999557.0
395,,healthy,Human Connectome Project,,,,22-36,22.0,36.0,,yes,11000510.0
7,intracranial lesions,patients,fMRI-adjuvant LITT candidates,,,,,,,,yes,10844152.0
78,cervical spondylotic myelopathy,patients,conventional rehabilitation and virtual reality training group,,,,20-75,20.0,75.0,,yes,10877862.0
78,cervical spondylotic myelopathy,patients,conventional rehabilitation group,,,,20-75,20.0,75.0,,yes,10877862.0
30,borderline personality disorder,patients,BPD,1.0,29.0,24.22,,,,,yes,10870473.0
30,,healthy,HC,1.0,29.0,24.66,,,,,yes,10870473.0
22,none,healthy,healthy young adults,22.0,0.0,22.8,22-24,22.0,24.0,,yes,10858222.0
31,,healthy,HC,,,,18-65,18.0,65.0,,yes,10995093.0
27,unipolar depression,patients,UD,,,,18-65,18.0,65.0,,yes,10995093.0
21,bipolar depression,patients,BD,,,,18-65,18.0,65.0,,yes,10995093.0
54,Cocaine Use Disorder,patients,CUD patients,46.0,8.0,,,,,,yes,11035677.0
