id,title,keywords,abstract,body
pmid_19347874,Attachment avoidance modulates neural response to masked facial emotion.,,"According to recent models of individual differences in attachment organization, a basic dimension of adult attachment is avoidance. Attachment-related avoidance corresponds to tendencies to withdraw from close relationships and to an unwillingness to rely on others. In the formation of attachment orientation during infancy facial emotional interaction plays a central role. There exists an inborn very rapid decoding capacity for facial emotional expression. In this study, functional magnetic resonance imaging was used to examine differences in automatic brain reactivity to facial emotions as a function of attachment avoidance in a sample of 51 healthy adults. Pictures of sad and happy faces (which are approach-related interpersonal signals) were presented masked by neutral faces. The Relationship Scales Questionnaire (RSQ) was used to assess the attachment avoidance. Masked sad faces activated the amygdala, the insula, occipito-temporal areas, and the somatosensory cortices. Independently from trait anxiety, depressivity, and detection performance, attachment avoidance was found to be inversely related to responses of the primary somatosensory cortex (BA 3) to masked sad faces. A low spontaneous responsivity of the primary somatosensory cortex to negative faces could be a correlate of the habitual unwillingness to deal with partners' distress and needs for proximity. The somatosensory cortices are known to be critically involved in the processes of emotional mimicry and simulation which have the potential to increase social affiliation. Our data are consistent with the idea that people who withdraw from close relationships respond spontaneously to a lesser extent to negative interpersonal emotional signals than securely attached individuals. ",
pmid_14568451,Time-dependent neural activations related to recognition of people's names in emotional and neutral face-name associative learning: an fMRI study.,,"Previous data have indicated that the left anterior temporal lobe contributes to the retrieval of familiar people's names, and that the extended network including the bilateral anterior temporal lobe plays an important role in the retrieval of newly learned people's names. However, there has been no direct evidence for time-dependent change in brain activation in face-name associations. In addition, previous studies have demonstrated that emotional information such as emotional faces may contribute to the organization of long-lasting episodic memory. In the present study, we investigated the activations related to the recognition of people's names in the context of emotional and neutral face-name associative learning. Before fMRI scanning, subjects learned face-name associations that included emotionally positive and neutral facial expressions. In immediate (5 min later) and delayed (2 weeks later) recognition with fMRI scanning, subjects were presented with studied faces with two names, and were asked to choose the correct associative name learned previously. Recognition-related activations were identified in the anterior part of bilateral temporal lobe for immediate recognition and only in the left temporal lobe for delayed recognition. Further analysis confirmed the time-dependent change in activation of the right anterior temporal lobe. Activation related to the processing of faces with positive expressions were observed in the left periamygdaloid area and temporal pole, although emotional information did not have an influence on task performance in this study. These findings suggest that the neural network involving the bilateral temporal lobe contributes to the retrieval of newly learned people's names, and that the left temporal lobe has a crucial and stable role in retrieval of people's names from faces, whereas the role of the right temporal lobe in retrieval of people's names may decrease with the time course. ",
pmid_18448453,Enhanced processing of threat stimuli under limited attentional resources.,,"The ability to process stimuli that convey potential threat, under conditions of limited attentional resources, confers adaptive advantages. This study examined the neurobiology underpinnings of this capacity. Employing an attentional blink paradigm, in conjunction with functional magnetic resonance imaging, we manipulated the salience of the second of 2 face target stimuli (T2), by varying emotionality. Behaviorally, fearful T2 faces were identified significantly more than neutral faces. Activity in fusiform face area increased with correct identification of T2 faces. Enhanced activity in rostral anterior cingulate cortex (rACC) accounted for the benefit in detection of fearful stimuli reflected in a significant interaction between target valence and correct identification. Thus, under conditions of limited attention resources activation in rACC correlated with enhanced processing of emotional stimuli. We suggest that these data support a model in which a prefrontal ""gate"" mechanism controls conscious access of emotional information under conditions of limited attentional resources. ",
pmid_31882652,Effects of Acute Aerobic Exercise on Response Inhibition in Adult Patients with ADHD.,,"Previous studies suggest beneficial effects of aerobic exercise on executive functions, which are a core deficit in ADHD. The aim of the present fMRI study was to investigate acute effects of aerobic exercise on inhibitory control and related brain activation in adult patients with ADHD. 23 patients and 23 matched healthy controls performed on a Go/No-go task in an MRI scanner, following both, an exercise condition involving 30 min of cycling at moderate intensity, and a control condition. ADHD patients compared to healthy controls showed increased brain activation during successful inhibition in the exercise compared to the control condition in parietal, temporal, and occipital regions. Exercise did not improve behavioral performance in either group, but in ADHD patients, exercise-related increases in brain activation and behavioral task performance (i.e., correct inhibition rate) negatively correlated with correct inhibition rate in the control condition. Thus, patients with worse inhibition performance showed stronger exercise-related enhancements, indicating that the lack of improvements on the behavioral level for the whole patient group could be due to ceiling effects. Our findings might be an important step in understanding the neural basis of exercise effects and could, in the long term, help in developing alternative treatment approaches for ADHD. ",
pmid_28642732,Autonomic Function Impairment and Brain Perfusion Deficit in Parkinson's Disease.,"Parkinson’s disease
arterial spin labeling
autonomic function
cortical perfusion
dopamine","Autonomic disorders have been recognized as important Parkinson's disease (PD) components. Some vulnerable structures are related to the central autonomic network and have also been linked to autonomic function alterations. The aims of the study are to evaluate the severity of the autonomic dysfunction and the cortical hypoperfusion using arterial spin labeling (ASL) MRI. And then, possible relationships of significant between-group differences in perfusion pattern to clinical variables and autonomic functions were examined to determine the pharmaceutical effects of dopaminergic treatment on cerebral blood flow (CBF) in patients with PD. Brain ASL MRI was carried out in 20 patients with PD (6 men and 14 women, mean age: 63.3 ± 6.4 years) and 22 sex- and age-matched healthy volunteers to assess whole-brain CBF and the effects of dopaminergic therapy on perfusion. All subjects underwent a standardized evaluation of cardiovagal and adrenergic function including a deep breathing, Valsalva maneuver, and 5-min head-up tilt test. Perfusion MRI data were acquired on a 3.0 T scanner with a pulsed continuous ASL technique. The CBF, autonomic parameters, and clinical data were analyzed after adjusting for age and sex. Patients exhibited a decline in autonomic function (rapid heart rate in response to deep breathing, low baroreflex sensitivity, high systolic and diastolic pressure, and altered tilting test response), widespread low CBF, and robust response to dopaminergic therapy. Lower perfusion in the middle frontal gyrus was associated with increased clinical disease severity (Unified Parkinson's Disease Rating Scale I score,  Our study indicates that PD is a progressive neurodegenerative disorder that changes the perfusion of central nervous system and is associated with variable autonomic dysfunctions. Neuronal loss and sympathetic activation may explain the interaction between cortical autonomic region perfusion and cardiovascular autonomic function. ",
pmid_15146191,Selective neural representation of objects relevant for navigation.,,"As people find their way through their environment, objects at navigationally relevant locations can serve as crucial landmarks. The parahippocampal gyrus has previously been shown to be involved in object and scene recognition. In the present study, we investigated the neural representation of navigationally relevant locations. Healthy human adults viewed a route through a virtual museum with objects placed at intersections (decision points) or at simple turns (non-decision points). Event-related functional magnetic resonance imaging (fMRI) data were acquired during subsequent recognition of the objects in isolation. Neural activity in the parahippocampal gyrus reflected the navigational relevance of an object's location in the museum. Parahippocampal responses were selectively increased for objects that occurred at decision points, independent of attentional demands. This increase occurred for forgotten as well as remembered objects, showing implicit retrieval of navigational information. The automatic storage of relevant object location in the parahippocampal gyrus provides a part of the neural mechanism underlying successful navigation. ",
pmid_27866012,Differential activation of the frontal pole to high vs low calorie foods: The neural basis of food preference in Anorexia Nervosa?,"Cognitive control
Eating disorders
Neuroimaging
Psychophysiological interactions
Reward
Somatosensory","Neuroimaging studies in anorexia nervosa (AN) suggest that altered food reward processing may result from dysfunction in both limbic reward and cortical control centers of the brain. This fMRI study aimed to index the neural correlates of food reward in a subsample of individuals with restrictive AN: twelve currently ill, fourteen recovered individuals and sixteen healthy controls. Participants were shown pictures of high and low-calorie foods and asked to evaluate how much they wanted to eat each one following a four hour fast. Whole-brain task-activated analysis was followed by psychophysiological interaction analysis (PPI) of the amygdala and caudate. In the AN group, we observed a differential pattern of activation in the lateral frontal pole: increasing following presentation of high-calorie stimuli and decreasing in during presentation of low-calorie food pictures, the opposite of which was seen in the healthy control (HC) group. In addition, decreased activation to food pictures was observed in somatosensory regions in the AN group. PPI analyses suggested hypo-connectivity in reward pathways, and between the caudate and both somatosensory and visual processing regions in the AN group. No significant between-group differences were observed between the recovered group and the currently ill and healthy controls in the PPI analysis. Taken together, these findings further our understanding of the neural processes which may underpin the avoidance of high-calorie foods in those with AN and might exacerbate the development of compulsive weight-loss behavior, despite emaciation. ",
pmid_29275125,Altered regional and integrated resting-state brain activity in general social anxiety disorder patients before and after group cognitive behavior therapy.,"Amplitude of low-frequency fluctuation
Degree centrality
FMRI
Generalized social anxiety disorder
Group cognitive behavioral therapy","We aimed to investigate the recovery neuromechanism underlying the treatment efficacy in generalized social anxiety disorder (GSAD). We recruited fifteen patients with GSAD and nineteen healthy control (HC) participants, all of whom underwent a baseline resting-state fMRI scan. The GSAD patients underwent an additional fMRI scan after group cognitive behavior therapy (GCBT). Amplitude of low-frequency fluctuation (ALFF) and degree centrality (DC) measures were used to examine altered regional and integrated spontaneous brain activity in group comparisons. After GCBT, ALFF of the right precuneus decreased. At baseline, the GSAD group showed higher ALFF in the left precuneus and the left middle temporal gyrus (MTG) and lower ALFF in the lingual gyrus compared with the HC group. The DC of the left precuneus and the MTG were attenuated and the right putamen increased in the post-treatment group. The changes in DC in the precuneus were positively correlated with changes in clinical symptom. The abnormal ALFF of the precuneus, MTG and lingual gyrus may be the neural underpinning of GSAD, whereas the neural response to symptom remission after GCBT was achieved by a rebalance within the default mode network. ",
pmid_28139359,Altered amplitude of low frequency fluctuations in schizophrenia patients with persistent auditory verbal hallucinations.,"Auditory hallucinations
Low frequency fluctuations
Resting state fMRI
Schizophrenia","The aim of this study is to analyze the differences in low frequency fluctuation (LFF) values between schizophrenia patients with and without auditory verbal hallucinations (AVH). Nineteen schizophrenia patients with persistent AVH (HP), fourteen non-hallucinating schizophrenia patients (nHP) and twenty healthy controls (HC) underwent R-fMRI. LFF values were calculated in the slow frequency band (0.01-0.08Hz). By means of group level contrasts, we performed direct voxel-wise group comparisons. Both groups of patients showed decreased amplitude LFF (ALFF) values in the occipital pole and lingual gyrus compared to HC, whereas increased ALFF values were found in the temporal pole and fusifom gyrus. Schizophrenia patients exhibited decreased fractional ALFF (fALFF) values in the precuneus, occipital pole and bilateral occipital cortex, and increased fALFF in the insula compared to HC. There were also differences between patients with and without AVH. (Ok to start with lower case?) fALFF values were higher in the putamen and insular cortex and lower in the frontal pole in HP compared to nHP and HC. ALFF increased in HP patients in the bilateral thalamus and bilateral parahippocampal gyrus, compared to nHP patients and HC. Our results suggest that altered dynamics in low-frequency fluctuations may play a key role in the neurophysiology of auditory hallucinations. ",
pmid_22465843,The influence of emotional priming on the neural substrates of memory: a prospective fMRI study using portrait art stimuli.,,"Events coupled with an emotional context seem to be better retained than non-emotional events. The aim of our study was to investigate whether an emotional context could influence the neural substrates of memory associations with novel portrait art stimuli. In the current prospective fMRI study, we have investigated for one specific visual art form (modern artistic portraits with a high degree of abstraction) whether memory is influenced by priming with emotional facial pictures. In total forty healthy female volunteers in the same age range were recruited for the study. Twenty of these women participated in a prospective brain imaging memory paradigm and were asked to memorize a series of similar looking, but different portraits. After randomization, for twelve participants (Group 1), a third of the portraits was emotionally primed with approach-related pictures (smiling baby faces), a third with withdrawal-related pictures (baby faces with severe dermatological conditions), and another third with neutral images. Group 2 consisted of eight participants and they were not primed. Then, during an fMRI session 2h later, these portraits were viewed in random order intermixed with a set of new (previously unseen) ones, and the participants had to decide for each portrait whether or not they had already been seen. In a separate experiment, a different sample of twenty healthy females (Group 3) rated their mood after being exposed to the same art stimuli, without priming. The portraits did not evoke significant mood changes by themselves, supporting their initial neutral emotional character (Group 3). The correct decision on whether the portraits were Familiar of Unfamiliar led to similar neuronal activations in brain areas implicated in visual and attention processing for both groups (Groups 1 and 2). In contrast, whereas primed participants showed significant higher neuronal activities in the left midline superior frontal cortex (Brodmann area (BA) 6), unprimed volunteers displayed higher right medial frontal cortical (BA 10) activities. Furthermore, specifically in Group 1, correct retrieval of negatively primed portraits evoked increased neuronal activity in the left medial orbitofrontal cortex (BA 11) and in the right (posterior) insula, suggesting enhanced stress-related responses to the memory of withdrawal-related primed modern artistic portraits in this group. Our prospective memory data in healthy females indicate that, to reach a correct retrieval decision, different midline anterior neuronal networks are recruited for portraits that were emotionally primed than for the unprimed ones. Importantly, our results also suggest that the negative emotional context leads to the formation of associations that are reactivated during memory retrieval processes of the initially neutral art portraits. When correctly recognized, the portraits evoke neuronal activities consistent with the withdrawal-related character of the emotional visual stimuli with which they have been associated. Although our results show that abstract portrait art can be associated with emotional primes this doesn't mean that this effect is specific for art images. ",
pmid_16046146,The integrated response of the human cerebro-cerebellar and limbic systems to acupuncture stimulation at ST 36 as evidenced by fMRI.,,"Clinical and experimental data indicate that most acupuncture clinical results are mediated by the central nervous system, but the specific effects of acupuncture on the human brain remain unclear. Even less is known about its effects on the cerebellum. This fMRI study demonstrated that manual acupuncture at ST 36 (Stomach 36, Zusanli), a main acupoint on the leg, modulated neural activity at multiple levels of the cerebro-cerebellar and limbic systems. The pattern of hemodynamic response depended on the psychophysical response to needle manipulation. Acupuncture stimulation typically elicited a composite of sensations termed deqi that is related to clinical efficacy according to traditional Chinese medicine. The limbic and paralimbic structures of cortical and subcortical regions in the telencephalon, diencephalon, brainstem and cerebellum demonstrated a concerted attenuation of signal intensity when the subjects experienced deqi. When deqi was mixed with sharp pain, the hemodynamic response was mixed, showing a predominance of signal increases instead. Tactile stimulation as control also elicited a predominance of signal increase in a subset of these regions. The study provides preliminary evidence for an integrated response of the human cerebro-cerebellar and limbic systems to acupuncture stimulation at ST 36 that correlates with the psychophysical response. ",
pmid_27956067,The Action Imitation network and motor imitation in children and adolescents with autism.,"AIN
MNS
action imitation
autism
fMRI
mirroring","While deficits in imitation had been reported in children with autism spectrum disorder (ASD), its exact nature remains unclear. A dysfunction in mirroring mechanisms (through action imitation) has been proposed by some studies to explain this, although some recent evidence points against this hypothesis. The current study used behavior and functional MRI to examine the integrated functioning of the regions that are considered part of the Action Imitation network (AIN) in children and adolescents with ASD during a motor imitation task. Fourteen ASD and 15 age-and-IQ-matched typically developing (TD) children were asked to imitate a series of hand gestures in the MRI scanner. Intact performance on imitation (accurate imitation of hand gestures outside the scanner) in both ASD and TD groups was accompanied by significantly lower activity in ASD participants, relative to TD, in right angular gyrus, precentral gyrus, and left middle cingulate. In addition, autism traits were found to be significantly correlated with activation in the right angular gyrus. Overall, the findings of this study support the role of AIN in imitation and a potential difference in the recruitment of this network in ASD children. ",
pmid_26972578,Altered functional brain networks in amnestic mild cognitive impairment: a resting-state fMRI study.,"Amnestic mild cognitive impairment
Default mode network
Functional connectivity
Limbic system
Sensorimotor network
Visual network","Amnestic mild cognitive impairment MCI (aMCI) has a high progression to Alzheimer's disease (AD). Recently, resting-state functional MRI (RS-fMRI) has been increasingly utilized in studying the pathogenesis of aMCI, especially in resting-state networks (RSNs). In the current study, we aimed to explore abnormal RSNs related to memory deficits in aMCI patients compared to the aged-matched healthy control group using RS-fMRI techniques. Firstly, we used ALFF (amplitude of low-frequency fluctuation) method to define the regions of interest (ROIs) which exhibited significant changes in aMCI compared with the control group. Then, we divided these ROIs into different networks in line with prior studies. The aim of this study is to explore the functional connectivity between these ROIs within networks and also to investigate the connectivity between networks. Comparing aMCI to the control group, our results showed that 1) the hippocampus (HIPP) had decreased FC with the medial prefrontal cortex (mPFC) and inferior parietal lobe (IPL), and the mPFC showed increased connectivity to IPL in the default mode network; 2) the thalamus showed decreased FC with the putamen and HIPP, and the HIPP showed increased connectivity to the putamen in the limbic system; 3) the supplementary motor area had decreased FC with the middle temporal gyrus and increased FC with the superior parietal lobe in the sensorimotor network; 4) increased connectivity between the lingual gyrus and middle occipital gyrus in the visual network; and 5) the DMN has reduced inter-network connectivities with the SMN and VN. These findings indicated that functional brain networks involved in cognition such as episodic memory, sensorimotor and visual cognition in aMCI were altered, and provided a new sight in understanding the important subtype of aMCI. ",
pmid_30720579,Transcutaneous Neuromodulation at ST36 (Zusanli) is More Effective than Transcutaneous Tibial Nerve Stimulation in Treating Constipation.,,"Combined transcutaneous neuromodulation (TN) at acupoint ST36 (Zusanli) and TN at the posterior tibial nerve (PTN) has been reported effective in treating functional constipation. This study was designed to compare the effectiveness of TN between these 2 points. Eighteen functional constipation patients (M/F: 9/9) were recruited to participate in a cross-over study with a 2-week TN at ST36 and a 2-week TN at PTN. A bowel movement diary, and the questionnaires of Patient Assessment of Constipation Symptom (PAC-SYM) and Constipation Quality of Life (PAC-QoL) were completed; anorectal manometry and spectral analysis of heart rate variability for assessing the autonomic function were performed. (1) Both TN at ST36 and TN at PTN improved constipation-related symptoms (PAC-SYM scores on pre-TN vs. post-TN: 1.4±0.1 vs. 0.6±0.1 for ST36, 1.4±0.1 vs. 0.9±0.1 for PTN, both P≤0.001). (2) TN at ST36, but not TN at PTN, increased the number of weekly spontaneous bowel movements (0.9±0.2 pre-TN vs. 3.5±0.7 post-TN, P<0.001) and decreased the total PAC-QoL score. TN at ST36 was more potent than TN at PTN in improving the PAC-SYM score (decrement 0.8±0.1 vs. 0.5±0.1, P<0.05). (3) TN at ST36 rather than TN at PTN resulted in a reduction in sensation thresholds, including rectal distention for urge (134.1±14.3 mL pre-TN vs. 85.6±6.5 mL post-TN, P<0.01) and maximum tolerance (P<0.05). (4) Both TN at ST36 and TN at PTN significantly increased vagal activity and decreased sympathetic activity (P<0.05). TN at ST36 is more potent than TN at PTN in treating constipation and improving constipation-related symptoms and rectal sensation. ",
pmid_30964611,Nonacceptance of negative emotions in women with borderline personality disorder: association with neuroactivity of the dorsal striatum.,,"Emotion dysfunction is a key symptom in patients with borderline personality disorder (BPD) and is considered a consequence of dysfunctional emotion regulation (e.g., reduced emotion acceptance). In the present functional MRI (fMRI) study, we investigated the neural correlates of habitual emotion acceptance in individuals with BPD. Female patients with BPD and female healthy controls passively viewed negative and neutral movie clips of faces during fMRI. We assessed emotion acceptance using the Emotion Acceptance Questionnaire (EAQ). To examine brain activation associated with habitual emotional acceptance of negative stimuli, the EAQ score was included as a regressor of interest in brain data analyses of activation intensity during negative compared with neutral movies. We included 20 women with BPD and 20 heatlhy controls in our analysis. Compared with healthy controls, patients with BPD showed significantly more activation in frontostriatal brain regions (i.e., left superior frontal gyrus, right caudate) as well as in the left precuneus, left precentral gyrus, left posterior cingulate cortex and left hippocampus when confronted with negative (v. neutral) stimuli. Patients with BPD reported decreased emotion acceptance compared with healthy controls, and habitual emotion acceptance was inversely associated with activation of striatal areas (i.e., left putamen, left caudate) in patients with BPD. Causal conclusions are not possible. Comorbid diagnoses were not excluded, and only female participants were investigated. Stimuli were not rated immediately and may not be generalizable to all negative emotions. We cannot make any statements about other emotion-regulation strategies that may have been applied here. Data indicate that striatal hyperactivation during the processing of negative stimuli in women with BPD is related to their decreased disposition to accept unpleasant emotional states. Thus, individuals with BPD may benefit from therapy approaches that focus on emotion acceptance in order to normalize emotional reactions. ",
pmid_36300172,Abnormal brain activities in multiple frequency bands in Parkinson's disease with apathy.,"Parkinson’s disease
apathy
frequency specificity
intrinsic brain activity
resting-state functional magnetic resonance","Apathy is among the most prevalent and incapacitating non-motor symptoms of Parkinson's disease (PD). PD patients with apathy (PD-A) have been reported to have abnormal spontaneous brain activity mainly in 0.01-0.08 Hz. However, the frequency-dependence of brain activity in PD-A remains unclear. Therefore, this study aimed to examine whether abnormalities in PD-A are associated with specific frequency bands. Overall, 28 patients with PD-A, 19 PD patients without apathy (PD-NA), and 32 gender-, age-matched healthy controls (HCs) were enrolled. We collected resting-state functional magnetic resonance imaging (rs-fMRI) data, demographic information, and neuropsychological assessments, including apathy, depression, anxiety and cognitive function for every participant. The amplitude of low-frequency fluctuation (ALFF), fractional amplitude of low-frequency fluctuation (fALFF), percent amplitude of fluctuation (PerAF), regional homogeneity (ReHo), and degree centrality (DC) were calculated in the conventional (0.01-0.08 Hz), slow-4 (0.027-0.073 Hz), and slow-5 (0.01-0.027 Hz) frequency bands based on statistical parametric mapping (SPM12) and RESTplus V1.25. Two-sample  PD-A reduced ALFF in the right anterior cingulate gyri in the slow-5 band and decreased fALFF in the right middle frontal gyrus in the conventional band, compared to patients with PD-NA. However, PerAF, ReHo, and DC could not distinguish PD-A from PD-NA in the three bands. PD-A had higher ALFF and fALFF in the left middle occipital gyrus and lower fALFF in the bilateral insula in the slow-5 band compared to the HCs. Furthermore, abnormal DC value in hippocampus and parahippocampus was observed separately in the conventional band and in the slow-4 band between PD-A and HCs. Moreover, PD-A and PD-NA showed lower ReHo in cerebellum in the three bands compared to the HCs. Our study revealed that PD-A and PD-NA might have different neurophysiological mechanisms. Concurrently, the ALFF in the slow-5 band and fALFF in the conventional band were sensitive in differentiating PD-A from PD-NA. The influence of apathy on the disease can be considered in the future research on PD, with the effects of frequency band taken into account when analyzing spontaneous brain activities in PD-A. ",
pmid_26159103,Structural hallmarks of amyotrophic lateral sclerosis progression revealed by probabilistic fiber tractography.,"Amyotrophic lateral sclerosis
Corticospinal tract
Longitudinal DTI
Medial temporal lobe
Probabilistic fiber tractography","Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease characterized by progressive limb and/or bulbar muscular weakness and atrophy. Although ALS-related alterations of motor and extra-motor neuronal networks have repeatedly been reported, their temporal dynamics during disease progression are not well understood. Recently, we reported a decline of motor system activity and a concurrent increase of hippocampal novelty-evoked modulations across 3 months of ALS progression. To address whether these functional changes are associated with structural ones, the current study employed probabilistic fiber tractography on diffusion tensor imaging (DTI) data using a longitudinal design. Therein, motor network integrity was assessed by DTI-based tracking of the intracranial corticospinal tract, while connectivity estimates of occipito-temporal tracts (between visual and entorhinal, perirhinal or parahippocampal cortices) served to assess structural changes that could be related to the increased novelty-evoked hippocampal activity across time described previously. Complementing these previous functional observations, the current data revealed an ALS-related decrease in corticospinal tract structural connectivity compared to controls, while in contrast, visuo-perirhinal connectivity was relatively increased in the patient group. Importantly, beyond these between-group differences, a rise in the patients' occipito-temporal tract strengths occurred across a 3-month interval, while at the same time no changes in corticospinal tract connectivity were observed. In line with previously identified functional alterations, the dynamics of these structural changes suggest that the affection of motor- and memory-related networks in ALS emerges at distinct disease stages: while motor network degeneration starts primarily during early (supposedly pre-symptomatic) phases, the hippocampal/medial temporal lobe dysfunctions arise at later stages of the disease. ",
pmid_33747074,Effect of Acupuncture Stimulation of Hegu (LI4) and Taichong (LR3) on the Resting-State Networks in Alzheimer's Disease: Beyond the Default Mode Network.,,"It was reported that acupuncture could treat Alzheimer's disease (AD) with the potential mechanisms remaining unclear. The aim of the study is to explore the effect of the combination stimulus of Hegu (LI4) and Taichong (LR3) on the resting-state brain networks in AD, beyond the default network (DMN). Twenty-eight subjects including 14 AD patients and 14 healthy controls (HCs) matched by age, gender, and educational level were recruited in this study. After the baseline resting-state MRI scans, the manual acupuncture stimulation was performed for 3 minutes, and then, another 10 minutes of resting-state fMRI scans was acquired. In addition to the DMN, five other resting-state networks were identified by independent component analysis (ICA), including left frontal parietal network (lFPN), right frontal parietal network (rFPN), visual network (VN), sensorimotor network (SMN), and auditory network (AN). And the impaired connectivity in the lFPN, rFPN, SMN, and VN was found in AD patients compared with those in HCs. After acupuncture, significantly decreased connectivity in the right middle frontal gyrus (MFG) of rFPN ( ",
pmid_31904902,Electroconvulsive therapy treatment responsive multimodal brain networks.,"depressive episodes
electroconvulsive therapy
multimodal fusion
treatment response","Electroconvulsive therapy is regarded as the most effective antidepressant treatment for severe and treatment-resistant depressive episodes. Despite the efficacy of electroconvulsive therapy, the neurobiological underpinnings and mechanisms underlying electroconvulsive therapy induced antidepressant effects remain unclear. The objective of this investigation was to identify electroconvulsive therapy treatment responsive multimodal biomarkers with the 17-item Hamilton Depression Rating Scale guided brain structure-function fusion in 118 patients with depressive episodes and 60 healthy controls. Results show that reduced fractional amplitude of low frequency fluctuations in the prefrontal cortex, insula and hippocampus, linked with increased gray matter volume in anterior cingulate, medial temporal cortex, insula, thalamus, caudate and hippocampus represent electroconvulsive therapy responsive covarying functional and structural brain networks. In addition, relative to nonresponders, responder-specific electroconvulsive therapy related brain networks occur in frontal-limbic network and are associated with successful therapeutic outcomes. Finally, electroconvulsive therapy responsive brain networks were unrelated to verbal declarative memory. Using a data-driven, supervised-learning method, we demonstrated that electroconvulsive therapy produces a remodeling of brain functional and structural covariance that was unique to antidepressant symptom response, but not linked to memory impairment. ",
pmid_17559877,Cerebral changes and cognitive dysfunctions in medication-free schizophrenia - an fMRI study.,,"Proposing cognitive impairment in working memory (wm) functions as a cognitive core deficit in schizophrenia, 23 first episode, medication-free schizophrenic patients in a comparison of healthy adults have been investigated by fMRI. Additionally, the effects of different attentional demands in wm tasks were analysed. A wm paradigm was applied, in which stimuli were presented in a 2-back and a 0-back condition in a non-degraded and degraded version. As hypothesized in healthy controls increased activity during both 2-back tasks was found in the ventrolateral prefrontal cortex (VLPFC), dorsolateral prefrontal cortex (DLPFC), parietal regions, the thalamus and the cerebellum. Different activation patterns were found for the cingulate cortex in the 2-back degraded conditions. The comparison between healthy controls and schizophrenic patients revealed decreased activity in the right VLPFC in patients as well as increased activity in temporal regions. Furthermore patients' task performance quality was significantly lower for 2-back conditions. Schizophrenic patients use different cognitive strategies to solve working memory tasks, reflected in significantly altered cerebral activity. However, the different fMRI working memory correlates found in schizophrenic patients seem to be insufficient in terms of overall task performance. ",
pmid_16837057,Processing of autobiographical memory retrieval cues in borderline personality disorder.,,"Affective dysregulation in borderline personality disorder (BPD) in response to both external stimuli and memories has been shown to be associated with functional alterations of limbic and prefrontal brain areas. This study aimed to examine neuronal networks involved in autobiographical memory retrieval using standardized stimuli that gain autobiographical significance by illustrating marked solitary and social situations of human life. Using event-related functional Magnetic Resonance Imaging (fMRI), we examined the processing of pictures from the Thematic Apperception Test (TAT) in 14 BPD patients and 14 controls. In both groups, TAT stimuli activated brain areas known to be involved in autobiographical memory retrieval. BPD subjects lacked differential amygdala, orbitofrontal and cingulate activations for TAT versus neutral stimuli. In the TAT condition, compared to controls, BPD subjects displayed increased BOLD responses in the bilateral orbitofrontal and insular regions, in the left anterior cingulate and medial prefrontal cortex, as well as in the parietal and parahippocampal areas, consistent with a more aversive and arousing experience assessed by self-reports. Increased BOLD responses during TAT processing in BPD subjects were in line with previously reported changes in anterior cingulate and orbitofrontal cortices, which are known to be involved in memory retrieval. However, BPD subjects displayed hyperactivation in these areas for both TAT and neutral stimuli. The deficit of selective activation of areas involved in autobiographical memory retrieval suggests a general tendency towards a self-referential mode of information processing in BPD, or a failure to switch between emotionally salient and neutral stimuli. ",
pmid_19172654,Differential force scaling of fine-graded power grip force in the sensorimotor network.,,"Force scaling in the sensorimotor network during generation and control of static or dynamic grip force has been the subject of many investigations in monkeys and human subjects. In human, the relationship between BOLD signal in cortical and subcortical regions and force still remains controversial. With respect to grip force, the modulation of the BOLD signal has been mostly studied for forces often reaching high levels while little attention has been given to the low range for which electrophysiological neuronal correlates have been demonstrated. We thus conducted a whole-brain fMRI study on the control of fine-graded force in the low range, using a power grip and three force conditions in a block design. Participants generated on a dynamometer visually guided repetitive force pulses (ca. 0.5 Hz), reaching target forces of 10%, 20%, and 30% of maximum voluntary contraction. Regions of interest analysis disclosed activation in the entire cortical and subcortical sensorimotor network and significant force-related modulation in several regions, including primary motor (M1) and somatosensory cortex, ventral premotor and inferior parietal areas, and cerebellum. The BOLD signal, however, increased monotonically with force only in contralateral M1 and ipsilateral anterior cerebellum. The remaining regions were activated with force in various nonlinear manners, suggesting that other factors such as visual input, attention, and muscle recruitment also modulate the BOLD signal in this visuomotor task. These findings demonstrate that various regions of the sensorimotor network participate differentially in the production and control of fine-graded grip forces. ",
