count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,pmcid,rank,start_char,end_char
19.0,,healthy,remaining,12.0,7.0,27.9,20-35,20.0,35.0,27.0,7456884,,7752.0,22123
12.0,healthy,patients,MRI,6.0,6.0,25.4,20-40,20.0,40.0,25.0,2151069,,9653.0,20078
12.0,healthy,patients,MRI,6.0,6.0,25.4,20-40,20.0,40.0,25.0,2151069,,9653.0,20078
12.0,,healthy,young adults,4.0,4.0,25.2,25.2  2.4,25.0,27.0,25.0,6585311,,8877.0,32783
10.0,chronic post-stroke hemiparesis,patients,stroke,6.0,4.0,66.7,66.7  7.94,60.0,75.0,67.0,6585311,,8877.0,32783
9.0,,healthy,age-matched control participants,5.0,4.0,64.2,64.2  7.73,60.0,70.0,64.0,6585311,,8877.0,32783
27.0,left hemisphere infarcts,patients,stroke,14.0,13.0,59.1,59.1  10.8,48.0,70.0,58.0,5903407,,7983.0,19980
24.0,,healthy,controls,6.0,18.0,57.0,57  11,46.0,68.0,56.0,5903407,,7983.0,19980
24.0,anorexia nervosa,patients,AN,10.0,14.0,25.5,18-35,18.0,35.0,24.0,4530666,,8966.0,21133
25.0,,healthy,HC,11.0,14.0,26.2,18-35,18.0,35.0,25.0,4530666,,8966.0,21133
20.0,anorexia nervosa,patients,AN,10.0,10.0,25.5,18-35,18.0,35.0,24.0,4530666,,8966.0,21133
21.0,,healthy,HC,11.0,10.0,26.2,18-35,18.0,35.0,25.0,4530666,,8966.0,21133
27.0,Social anxiety disorder,patients,SAD subgroup,12.0,15.0,30.5,20-40,20.0,40.0,30.0,4029608,,8770.0,22037
27.0,,healthy,HC group,13.0,14.0,29.5,20-40,20.0,40.0,30.0,4029608,,8770.0,22037
47.0,healthy,patients,female,0.0,47.0,19.62,17-22,17.0,22.0,19.0,5548834,,7835.0,23525
47.0,healthy,patients,male,0.0,47.0,19.62,17-22,17.0,22.0,19.0,5548834,,7835.0,23525
16.0,healthy,patients,right-handed,10.0,6.0,30.1,18-40,18.0,40.0,30.0,4072722,,12442.0,28192
12.0,healthy,patients,left-handed,6.0,6.0,28.5,20-35,20.0,35.0,28.0,4072722,,12442.0,28192
10.0,healthy,patients,ambidextrous,5.0,5.0,29.2,22-36,22.0,36.0,29.0,4072722,,12442.0,28192
43.0,major depressive disorder patients,patients,right-handed,13.0,30.0,32.5,20-50,20.0,50.0,30.0,7118554,,8471.0,17832
56.0,,healthy,right-handed,30.0,26.0,30.5,20-50,20.0,50.0,28.0,7118554,,8471.0,17832
60.0,"Attention Deficit Hyperactivity Disorder, hyperactiveimpulsive/inattentive combined subtype",patients,boys,30.0,30.0,13.5,10-17,10.0,17.0,14.0,4190683,,9065.0,20116
30.0,,healthy,boys,30.0,0.0,13.5,10-17,10.0,17.0,14.0,4190683,,9065.0,20116
24.0,healthy,patients,healthy,12.0,12.0,26.0,23-34,23.0,34.0,26.0,3502502,,6711.0,31829
46.0,healthy,patients,healthy,25.0,21.0,30.0,19-63,19.0,63.0,30.0,3502502,,6711.0,31829
40.0,,healthy,volunteers,32.0,8.0,20.5,18-28,18.0,28.0,20.0,3605341,,12059.0,26160
17.0,,healthy,subjects,14.0,3.0,19.25,19-25,19.0,25.0,19.0,3605341,,12059.0,26160
10.0,,healthy,subjects,5.0,5.0,19.29,19-29,19.0,29.0,19.0,3605341,,12059.0,26160
58.0,healthy,patients,football enthusiasts,54.0,2.0,34.4,21-60,21.0,60.0,34.0,5460049,,6967.0,16028
56.0,healthy,patients,functional imaging analysis,54.0,2.0,34.4,21-60,21.0,60.0,34.0,5460049,,6967.0,16028
56.0,healthy,patients,functional imaging analysis,54.0,2.0,34.4,21-60,21.0,60.0,34.0,5460049,,6967.0,16028
17.0,Dementia with Lewy bodies patients,patients,DLB,13.0,4.0,71.88,60-82,60.0,82.0,71.0,6902076,,6917.0,17715
20.0,,healthy,HC,9.0,11.0,67.8,56-77,56.0,77.0,68.0,6902076,,6917.0,17715
18.0,Autism spectrum conditions,patients,high-functioning adults,14.0,4.0,30.4,20-40,20.0,40.0,28.0,4265725,,10617.0,22526
18.0,,healthy,typically-developing controls,12.0,6.0,28.6,20-40,20.0,40.0,26.0,4265725,,10617.0,22526
30.0,posttraumatic stress disorder,patients,PTSD,15.0,15.0,35.5,25-45,25.0,45.0,35.0,8785646,,15850.0,36556
15.0,,healthy,healthy,8.0,7.0,28.5,20-35,20.0,35.0,28.0,8785646,,15850.0,36556
15.0,posttraumatic stress disorder,patients,PTSD,10.0,5.0,37.5,25-45,25.0,45.0,37.0,8785646,,15850.0,36556
15.0,,healthy,healthy,7.0,8.0,29.5,20-35,20.0,35.0,29.0,8785646,,15850.0,36556
15.0,posttraumatic stress disorder,patients,PTSD,12.0,3.0,36.5,25-45,25.0,45.0,36.0,8785646,,15850.0,36556
15.0,,healthy,healthy,8.0,7.0,28.5,20-35,20.0,35.0,28.0,8785646,,15850.0,36556
2785.0,healthy,patients,visual similarity rating task,616.0,569.0,30.1,18-53,18.0,53.0,30.0,5832413,,59945.0,79597
1600.0,healthy,patients,semantic feature generation task,852.0,748.0,31.7,18-58,18.0,58.0,32.0,5832413,,59945.0,79597
16.0,healthy,patients,brain-based fMRI task,10.0,6.0,23.1,19-29,19.0,29.0,23.0,5832413,,59945.0,79597
40.0,healthy,patients,older adult participants,24.0,16.0,68.4,68.4  5.8,68.0,74.0,68.0,5717028,,6784.0,20550
10.0,depression,patients,young adult participants,5.0,5.0,25.0,25  2.5,23.0,27.0,25.0,5717028,,6784.0,20550
20.0,anxiety,patients,middle-aged adult participants,10.0,10.0,45.0,45  5.5,40.0,50.0,45.0,5717028,,6784.0,20550
20.0,,healthy,volunteers,10.0,10.0,31.56,25-35,25.0,35.0,30.0,6726765,,7719.0,25084
18.0,,healthy,participants,9.0,9.0,30.34,25-35,25.0,35.0,30.0,6726765,,7719.0,25084
34.0,,healthy,right-handed,12.0,12.0,2345.0,23-45,23.0,45.0,34.0,2525845,,5998.0,16377
2.0,,healthy,right-handed,1.0,1.0,2345.0,23-45,23.0,45.0,34.0,2525845,,5998.0,16377
6.0,,healthy,right-handed,0.0,6.0,2345.0,23-45,23.0,45.0,34.0,2525845,,5998.0,16377
2.0,,healthy,right-handed,2.0,0.0,2345.0,23-45,23.0,45.0,34.0,2525845,,5998.0,16377
10.0,essential tremor patients,patients,ET,6.0,4.0,69.48,69-89,69.0,89.0,70.0,7493988,,43154.0,53378
10.0,,healthy,HC,5.0,5.0,67.77,67-78,67.0,78.0,68.0,7493988,,43154.0,53378
47.0,,healthy,typically developing adolescents,16.0,6.0,16.0,12-20,12.0,20.0,16.0,3701149,,11779.0,21523
12.0,subclinical auditory hallucinations,patients,adolescents with transient AHs,5.0,7.0,15.97,12-20,12.0,20.0,16.0,3701149,,11779.0,21523
13.0,22q11.2 Deletion Syndrome,patients,adolescents with a 22q11.2 Deletion Syndrome,9.0,4.0,16.14,12-20,12.0,20.0,16.0,3701149,,11779.0,21523
79.0,Temporal lobe epilepsy patients with unilateral hippocampal sclerosis,patients,TLE patients with unilateral hippocampal sclerosis (HS),35.0,44.0,32.5,20-50,20.0,50.0,30.0,8933317,,8349.0,22009
31.0,,healthy,healthy controls,15.0,16.0,30.5,20-40,20.0,40.0,28.0,8933317,,8349.0,22009
35.0,memory impairment,patients,memory impairment,17.0,18.0,33.5,20-50,20.0,50.0,31.0,8933317,,8349.0,22009
31.0,memory impairment,patients,memory impairment,18.0,13.0,31.5,20-40,20.0,40.0,29.0,8933317,,8349.0,22009
34.0,schizophrenia,patients,unmedicated,20.0,14.0,35.5,20-50,20.0,50.0,34.0,5292583,,6605.0,24979
35.0,,healthy,controls,18.0,17.0,34.5,20-50,20.0,50.0,33.0,5292583,,6605.0,24979
50.0,relapsing-remitting multiple sclerosis,patients,relapsing-remitting MS,25.0,25.0,35.0,18-55,18.0,55.0,30.0,6200185,,7655.0,19689
25.0,,healthy,healthy,12.0,13.0,30.0,18-55,18.0,55.0,25.0,6200185,,7655.0,19689
20.0,healthy,patients,fMRI,8.0,12.0,245.6,245.6,245.0,246.0,246.0,4477935,,7228.0,19930
2.0,excluded,patients,fMRI,1.0,1.0,18.56,18.56,18.0,19.0,19.0,4477935,,7228.0,19930
20.0,healthy,patients,fMRI,8.0,12.0,18.56,18.56,18.0,19.0,19.0,4477935,,7228.0,19930
54.0,regular cocaine users,patients,CUs,32.0,22.0,28.5,18-45,18.0,45.0,27.0,8459240,,7650.0,16120
54.0,,healthy,nonCUs,28.0,26.0,29.2,18-45,18.0,45.0,28.0,8459240,,7650.0,16120
54.0,regular cocaine users,patients,CUs,32.0,22.0,28.5,18-45,18.0,45.0,27.0,8459240,,7650.0,16120
54.0,,healthy,nonCUs,28.0,26.0,29.2,18-45,18.0,45.0,28.0,8459240,,7650.0,16120
10.0,,healthy,participants,5.0,5.0,25.0,18-45,18.0,45.0,22.0,3407245,,10964.0,19626
15.0,patients,patients,participants,8.0,7.0,30.0,20-50,20.0,50.0,28.0,3407245,,10964.0,19626
20.0,,healthy,participants,10.0,10.0,28.0,18-45,18.0,45.0,25.0,3407245,,10964.0,19626
28.0,,healthy,participants,15.0,13.0,26.39,22.62-30.16,22.0,30.0,26.0,7481390,,8040.0,20261
28.0,,healthy,participants,15.0,13.0,26.39,22.62-30.16,22.0,30.0,26.0,7481390,,8040.0,20261
28.0,,healthy,participants,15.0,13.0,26.39,22.62-30.16,22.0,30.0,26.0,7481390,,8040.0,20261
11.0,healthy,patients,normal,6.0,5.0,31.0,25-38,25.0,38.0,31.0,3132672,,7753.0,16961
58.0,healthy,patients,right-handed,26.0,32.0,24.02,22-26,22.0,26.0,24.0,3492343,,6411.0,16093
56.0,healthy,patients,left-handed,24.0,32.0,24.02,22-26,22.0,26.0,24.0,3492343,,6411.0,16093
54.0,healthy,patients,abnormal brain anatomy,22.0,32.0,24.02,22-26,22.0,26.0,24.0,3492343,,6411.0,16093
100.0,,healthy,control,50.0,50.0,25.0,20-30,20.0,30.0,25.0,8785614,,10157.0,21631
50.0,stroke,patients,AIS,25.0,25.0,30.0,25-35,25.0,35.0,30.0,8785614,,10157.0,21631
50.0,stroke,patients,PVI,25.0,25.0,35.0,30-40,30.0,40.0,35.0,8785614,,10157.0,21631
16.0,ASD,patients,male,16.0,0.0,13.0,8-18,8.0,18.0,13.0,5279905,,7481.0,14126
16.0,,healthy,male,16.0,0.0,13.0,8-18,8.0,18.0,13.0,5279905,,7481.0,14126
8.0,right-sided cerebral palsy,patients,right-sided cerebral palsy,3.0,5.0,13.5,13-15,13.0,15.0,14.0,6878729,,7912.0,16083
9.0,healthy,patients,musicians,3.0,6.0,22.3,19-27,19.0,27.0,23.0,5719057,,36231.0,51889
8.0,,healthy,musicians,4.0,4.0,24.5,22-27,22.0,27.0,25.0,5719057,,36231.0,51889
6.0,,healthy,non-musicians,3.0,3.0,25.6,23-27,23.0,27.0,26.0,5719057,,36231.0,51889
2.0,,healthy,non-musicians,1.0,1.0,24.5,24-25,24.0,25.0,24.5,5719057,,36231.0,51889
34.0,alcohol-dependent patients,patients,alcohol-dependent patients,34.0,0.0,42.5,30-50,30.0,50.0,42.0,5413198,,10741.0,34068
26.0,,healthy,healthy controls,26.0,0.0,35.5,25-45,25.0,45.0,35.0,5413198,,10741.0,34068
26.0,,healthy,healthy controls,26.0,0.0,35.5,25-45,25.0,45.0,35.0,5413198,,10741.0,34068
8.0,,healthy,young adults,4.0,4.0,31.75,26-37,26.0,37.0,31.0,4522562,,34575.0,53294
8.0,healthy,patients,young adults,4.0,4.0,31.75,26-37,26.0,37.0,31.0,4522562,,34575.0,53294
15.0,healthy,patients,fMRI experiment in healthy participants,8.0,7.0,26.5,21-38 years,21.0,38.0,26.0,3324921,,9056.0,28693
5.0,epilepsy,patients,fMRI/iEEG experiment in patients with epilepsy,3.0,2.0,25.0,12-34 years,12.0,34.0,25.0,3324921,,9056.0,28693
216.0,,healthy,young adults,108.0,108.0,25.5,18-30,18.0,30.0,25.0,8828908,,5902.0,15231
120.0,depression,patients,depression patients,60.0,60.0,32.5,25-40,25.0,40.0,32.0,8828908,,5902.0,15231
90.0,anxiety,patients,anxiety patients,45.0,45.0,35.5,30-45,30.0,45.0,35.0,8828908,,5902.0,15231
12.0,,healthy,volunteers,7.0,5.0,38.0,23-60,23.0,60.0,38.0,4075342,,7661.0,21619
12.0,,healthy,participants,7.0,5.0,38.0,23-60,23.0,60.0,38.0,4075342,,7661.0,21619
42.0,autism spectrum disorder,patients,ASD,32.0,10.0,18.5,8-36,8.0,36.0,18.0,3842522,,11123.0,22456
48.0,,healthy,TD,30.0,18.0,19.5,8-36,8.0,36.0,19.0,3842522,,11123.0,22456
15.0,healthy,patients,healthy,5.0,10.0,31.69,22-54,22.0,54.0,31.0,7981326,,8937.0,26291
15.0,healthy,patients,healthy,5.0,10.0,31.69,22-54,22.0,54.0,31.0,7981326,,8937.0,26291
15.0,healthy,patients,healthy,5.0,10.0,31.69,22-54,22.0,54.0,31.0,7981326,,8937.0,26291
21.0,healthy,patients,Exp. 1,12.0,9.0,26.3,22-30,22.0,30.0,26.0,4458841,,45697.0,61564
22.0,healthy,patients,Exp. 2,7.0,15.0,28.9,25-32,25.0,32.0,29.0,4458841,,45697.0,61564
18.0,healthy,patients,right-handed,8.0,10.0,22.5,18-24,18.0,24.0,22.0,6344389,,14874.0,24733
16.0,healthy,patients,left-handed,8.0,8.0,23.5,19-25,19.0,25.0,23.0,6344389,,14874.0,24733
14.0,healthy,patients,ambidextrous,7.0,7.0,24.5,20-26,20.0,26.0,24.0,6344389,,14874.0,24733
17.0,healthy,patients,children,8.0,9.0,7.4,6.9-7.8,6.0,8.0,7.0,3780305,,14497.0,24083
16.0,,healthy,children,8.0,8.0,7.4,6.9-7.8,6.0,8.0,7.0,3780305,,14497.0,24083
43.0,,healthy,participants,10.0,21.0,24.3,20-29,20.0,29.0,24.0,6847157,,10334.0,22594
31.0,,healthy,fMRI study,10.0,21.0,24.3,20-29,20.0,29.0,24.0,6847157,,10334.0,22594
3.0,,healthy,fMRI study,1.0,2.0,24.3,20-29,20.0,29.0,24.0,6847157,,10334.0,22594
9.0,,healthy,fMRI study,3.0,6.0,24.3,20-29,20.0,29.0,24.0,6847157,,10334.0,22594
24.0,,healthy,participants,12.0,12.0,25.3,21-34,21.0,34.0,25.0,7994216,,12556.0,22290
24.0,,healthy,participants,12.0,12.0,25.3,21-34,21.0,34.0,25.0,7994216,,12556.0,22290
57.0,typically developing children without reading disorders,patients,children,31.0,26.0,10.19,9-11,9.0,11.0,10.0,7099000,,8182.0,18529
35.0,healthy,patients,volunteers,19.0,16.0,26.0,20-30,20.0,30.0,25.0,5447679,,9581.0,23885
33.0,healthy,patients,final sample,17.0,16.0,26.0,20-30,20.0,30.0,25.0,5447679,,9581.0,23885
5.0,intrinsic tumours within the right cerebral hemisphere,patients,healthy,2.0,3.0,33.7,24.8-42.6,24.0,42.0,33.0,6699415,,5975.0,19549
5.0,intrinsic tumours within the right cerebral hemisphere,patients,patients,2.0,3.0,33.7,24.8-42.6,24.0,42.0,33.0,6699415,,5975.0,19549
10.0,,healthy,participants,7.0,3.0,27.72,22-33,22.0,33.0,27.0,4029023,,7975.0,23178
9.0,,healthy,participants,6.0,3.0,27.72,22-33,22.0,33.0,27.0,4029023,,7975.0,23178
8.0,,healthy,participants,5.0,3.0,27.72,22-33,22.0,33.0,27.0,4029023,,7975.0,23178
15.0,healthy,patients,male,15.0,0.0,26.01,2.51.6,26.0,27.0,26.0,5270359,,8016.0,16238
25.0,,healthy,normal adult subjects,14.0,10.0,33.2,33-35,33.0,35.0,33.0,6412974,,9389.0,18256
18.0,juvenile myoclonic epilepsy patients,patients,JME patients,3.0,15.0,30.1,30-38,30.0,38.0,30.0,6412974,,9389.0,18256
20.0,healthy,patients,young,14.0,6.0,24.0,20-34,20.0,34.0,24.0,8764488,,15910.0,34177
19.0,,healthy,right-handed,7.0,12.0,24.7,19-30 years,19.0,30.0,24.0,2561002,,27803.0,43391
15.0,,healthy,left-handed,5.0,10.0,26.1,21-35 years,21.0,35.0,26.0,2561002,,27803.0,43391
44.0,Parkinson’s disease,patients,PD,22.0,22.0,62.5,50-70,50.0,70.0,63.0,6389716,,8216.0,20017
43.0,,healthy,NC,22.0,21.0,61.5,50-70,50.0,70.0,62.0,6389716,,8216.0,20017
42.0,Parkinson’s disease,patients,PD,21.0,21.0,62.5,50-70,50.0,70.0,63.0,6389716,,8216.0,20017
40.0,,healthy,NC,20.0,20.0,61.5,50-70,50.0,70.0,62.0,6389716,,8216.0,20017
26.0,comorbid Major Depressive Disorder,patients,FD-PDS-MDD,13.0,13.0,35.5,20-50,20.0,50.0,35.0,7518235,,6771.0,18065
28.0,none,patients,FD-PDS,14.0,14.0,36.5,21-51,21.0,51.0,36.0,7518235,,6771.0,18065
30.0,,healthy,HC,15.0,15.0,37.5,22-52,22.0,52.0,37.0,7518235,,6771.0,18065
35.0,Developmental dyscalculia and typically developing,patients,children,23.0,12.0,9.5,8-11,8.0,11.0,10.0,5758587,,11527.0,31998
25.0,,healthy,children,17.0,8.0,9.5,8-11,8.0,11.0,10.0,5758587,,11527.0,31998
20.0,healthy,patients,participants,9.0,11.0,21.95,18-35,18.0,35.0,21.0,4810172,,9451.0,22425
1.0,,patients,participants,,,,,,,,4810172,,9451.0,22425
284.0,healthy,patients,RH,71.0,71.0,26.8,5.9,21.0,32.0,26.0,4319399,,9266.0,20113
284.0,healthy,patients,LH,73.0,73.0,24.4,6.0,20.0,30.0,24.0,4319399,,9266.0,20113
31.0,healthy,patients,participants,16.0,15.0,19.5,18-22,18.0,22.0,20.0,3539852,,17777.0,32354
24.0,healthy,patients,female,0.0,24.0,24.0,20-30,20.0,30.0,24.0,3965851,,12313.0,27576
18.0,healthy,patients,female,0.0,18.0,24.0,20-30,20.0,30.0,24.0,3965851,,12313.0,27576
14.0,,healthy,listeners,7.0,7.0,35.0,22-48,22.0,48.0,30.0,3788350,,9587.0,23321
12.0,,healthy,listeners,6.0,6.0,33.0,22-48,22.0,48.0,28.0,3788350,,9587.0,23321
10.0,,healthy,control,5.0,5.0,25.0,20-30,20.0,30.0,25.0,7272423,,5390.0,15950
15.0,postpartum,patients,postpartum,5.0,10.0,30.0,25-35,25.0,35.0,30.0,7272423,,5390.0,15950
75.0,chronic dieters,patients,females,0.0,75.0,19.38,18-23,18.0,23.0,19.0,5460048,,11781.0,19444
20.0,fibromyalgia,patients,women,0.0,20.0,46.4,22-70,22.0,70.0,46.0,6820536,,5393.0,21203
20.0,,healthy,women,0.0,20.0,42.1,21-70,21.0,70.0,42.0,6820536,,5393.0,21203
223.0,mood and/or anxiety disorder,patients,MA,61.0,162.0,36.0,36 (11),25.0,47.0,36.0,7082218,,14245.0,26774
45.0,,healthy,HC,22.0,23.0,32.0,32 (11),21.0,43.0,32.0,7082218,,14245.0,26774
20.0,,healthy,righthanded,9.0,11.0,26.0,21-31,21.0,31.0,26.0,8837589,,7291.0,18554
17.0,,healthy,righthanded,7.0,10.0,26.0,21-31,21.0,31.0,26.0,8837589,,7291.0,18554
23.0,refractory epilepsy of the temporal lobe,patients,LMTLE,8.0,15.0,35.5,20-50,20.0,50.0,35.0,4017227,,7012.0,17348
23.0,refractory epilepsy of the temporal lobe,patients,RMTLE,11.0,12.0,36.5,20-50,20.0,50.0,36.0,4017227,,7012.0,17348
19.0,,healthy,controls,9.0,10.0,34.5,20-50,20.0,50.0,34.0,4017227,,7012.0,17348
30.0,hemifacial spasm,patients,HFS,12.0,18.0,48.87,48.87  10.61,48.0,69.0,49.0,8569140,,6781.0,14913
30.0,,healthy,healthy,12.0,18.0,47.63,47.63  13.29,34.0,67.0,48.0,8569140,,6781.0,14913
21.0,posttraumatic stress disorder,patients,PTSD,11.0,10.0,35.5,20-50,20.0,50.0,35.0,5030332,,7905.0,20301
11.0,,healthy,healthy,6.0,5.0,28.5,20-40,20.0,40.0,28.0,5030332,,7905.0,20301
10.0,,healthy,healthy,5.0,5.0,32.5,25-45,25.0,45.0,32.0,5030332,,7905.0,20301
17.0,healthy,patients,male,17.0,0.0,23.8,20-30,20.0,30.0,23.0,3866656,,9829.0,25906
16.0,healthy,patients,female,0.0,16.0,23.8,20-30,20.0,30.0,23.0,3866656,,9829.0,25906
10.0,healthy,patients,right-handed,7.0,3.0,26.6,26.6 ± 2.7,24.0,29.0,26.0,8893203,,7909.0,21757
9.0,healthy,patients,right-handed,6.0,3.0,26.6,26.6 ± 2.7,24.0,29.0,26.0,8893203,,7909.0,21757
10.0,healthy,patients,right-handed,7.0,3.0,26.6,26.6 ± 2.7,24.0,29.0,26.0,8893203,,7909.0,21757
17.0,healthy,patients,participants,5.0,12.0,24.0,18-31,18.0,31.0,24.0,5902547,,14757.0,23750
5.0,Tourette Syndrome,patients,Tourette Syndrome,3.0,2.0,27.0,20-30,20.0,30.0,27.0,5857897,,6603.0,15566
1.0,Tourette Syndrome,patients,Tourette Syndrome,1.0,0.0,27.0,20-30,20.0,30.0,27.0,5857897,,6603.0,15566
32.0,chronic left-hemisphere stroke patients,patients,stroke patients,27.0,5.0,62.1,11-56 months post-stroke onset,11.0,56.0,27.0,4473263,,8398.0,19333
18.0,,healthy,healthy controls,8.0,10.0,63.9,,,,,4473263,,8398.0,19333
144.0,,healthy,controls,54.0,36.0,25.5,18-35,18.0,35.0,24.0,7416060,,8377.0,34514
144.0,,healthy,users,54.0,36.0,25.5,18-35,18.0,35.0,24.0,7416060,,8377.0,34514
144.0,healthy or patients,patients,controls,54.0,36.0,25.5,18-35,18.0,35.0,24.0,7416060,,8377.0,34514
144.0,healthy or patients,patients,users,54.0,36.0,25.5,18-35,18.0,35.0,24.0,7416060,,8377.0,34514
160.0,,healthy,controls,45.0,115.0,37.04,19-59,19.0,59.0,37.0,7721229,,10065.0,22917
151.0,patients,patients,schizophrenia,115.0,36.0,38.77,18-62,18.0,62.0,39.0,7721229,,10065.0,22917
314.0,,healthy,controls,249.0,65.0,17.04,6.47-56.20,6.0,56.0,17.0,7721229,,10065.0,22917
255.0,autism,patients,autism,224.0,31.0,17.05,7.00-55.40,7.0,55.0,17.0,7721229,,10065.0,22917
24.0,healthy,patients,male,9.0,15.0,25.5,20-30,20.0,30.0,25.0,6016936,,11128.0,25857
15.0,healthy,patients,female,0.0,15.0,26.5,21-31,21.0,31.0,26.0,6016936,,11128.0,25857
55.0,autism spectrum disorder,patients,ASD,20.0,8.0,15.5,14.58-1.62,14.0,16.0,15.0,8213933,,13173.0,21786
27.0,,healthy,TD,18.0,9.0,14.5,14.49-1.51,14.0,15.0,14.0,8213933,,13173.0,21786
28.0,autism spectrum disorder,patients,ASD,20.0,8.0,15.5,14.58-1.62,14.0,16.0,15.0,8213933,,13173.0,21786
27.0,,healthy,TD,18.0,9.0,14.5,14.49-1.51,14.0,15.0,14.0,8213933,,13173.0,21786
20.0,,healthy,subjects,16.0,4.0,28.0,20-36,20.0,36.0,28.0,4717328,,6158.0,18695
20.0,,healthy,subjects,16.0,4.0,28.0,20-36,20.0,36.0,28.0,4717328,,6158.0,18695
20.0,,healthy,subjects,16.0,4.0,28.0,20-36,20.0,36.0,28.0,4717328,,6158.0,18695
35.0,subjective cognitive decline,patients,community,18.0,17.0,62.5,55-75,55.0,75.0,63.0,7090024,,2474.0,26050
32.0,,healthy,community,16.0,16.0,61.2,55-75,55.0,75.0,62.0,7090024,,2474.0,26050
10.0,subjective cognitive decline,patients,clinic,5.0,5.0,64.3,55-75,55.0,75.0,65.0,7090024,,2474.0,26050
15.0,,healthy,clinic,8.0,7.0,63.1,55-75,55.0,75.0,64.0,7090024,,2474.0,26050
23.0,,healthy,controls,12.0,11.0,30.0,20-40,20.0,40.0,30.0,8933759,,7220.0,14113
23.0,Mesial temporal lobe epilepsy,patients,LMTLE,12.0,11.0,35.0,25-45,25.0,45.0,35.0,8933759,,7220.0,14113
23.0,Mesial temporal lobe epilepsy,patients,RMTLE,12.0,11.0,35.0,25-45,25.0,45.0,35.0,8933759,,7220.0,14113
76.0,,healthy,APOE,38.0,38.0,49.9,40-60,40.0,60.0,49.0,9205431,,45406.0,63870
38.0,,healthy,NC,16.0,22.0,49.9,40-60,40.0,60.0,49.0,9205431,,45406.0,63870
38.0,,healthy,APOE,16.0,22.0,49.9,40-60,40.0,60.0,49.0,9205431,,45406.0,63870
38.0,,healthy,NC,16.0,22.0,49.9,40-60,40.0,60.0,49.0,9205431,,45406.0,63870
23.0,,healthy,controls,15.0,8.0,31.16,19-44,19.0,44.0,31.0,5761874,,7481.0,31843
25.0,temporal lobe epilepsy,patients,temporal lobe epilepsy,13.0,12.0,33.67,20-45,20.0,45.0,33.0,5761874,,7481.0,31843
15.0,healthy,patients,male,15.0,0.0,22.33,20-25,20.0,25.0,22.0,4838249,,5811.0,16785
15.0,healthy,patients,female,0.0,15.0,22.33,20-25,20.0,25.0,22.0,4838249,,5811.0,16785
18.0,neovascular age-related macular degeneration,patients,nAMD,9.0,9.0,65.5,55-75,55.0,75.0,66.0,8544331,,2458.0,21485
18.0,,healthy,HCs,9.0,9.0,65.5,55-75,55.0,75.0,66.0,8544331,,2458.0,21485
45.0,healthy,patients,smokers,25.0,20.0,27.95,22-33,22.0,33.0,27.0,3511796,,,13919
44.0,,healthy,non-smokers,22.0,22.0,26.35,21-32,21.0,32.0,26.0,3511796,,,13919
33.0,healthy,patients,associative memory task,15.0,18.0,25.24,20-30,20.0,30.0,25.0,7156375,,46014.0,63208
34.0,healthy,patients,associative memory task,16.0,18.0,25.24,20-30,20.0,30.0,25.0,7156375,,46014.0,63208
33.0,healthy,patients,associative memory task,15.0,18.0,25.24,20-30,20.0,30.0,25.0,7156375,,46014.0,63208
25.0,,healthy,participants,8.0,17.0,32.5,23-41,23.0,41.0,31.0,3483694,,27085.0,39661
22.0,,healthy,participants,10.0,12.0,30.5,22-39,22.0,39.0,29.0,3483694,,27085.0,39661
20.0,,healthy,participants,12.0,8.0,28.5,21-38,21.0,38.0,28.0,3483694,,27085.0,39661
16.0,,healthy,participants,8.0,8.0,25.6,22-30,22.0,30.0,25.0,3889700,,15576.0,42524
15.0,,healthy,participants,8.0,7.0,25.6,22-30,22.0,30.0,25.0,3889700,,15576.0,42524
15.0,,healthy,participants,8.0,7.0,25.6,22-30,22.0,30.0,25.0,3889700,,15576.0,42524
44.0,"drug-naive, first-episode schizophrenia",patients,"drug-naive, first-episode schizophrenia",22.0,22.0,24.5,18-37,18.0,37.0,24.0,6197719,,2232.0,30145
42.0,unaffected siblings,patients,unaffected siblings,21.0,21.0,25.5,18-37,18.0,37.0,25.0,6197719,,2232.0,30145
44.0,,healthy,healthy controls,22.0,22.0,26.5,18-37,18.0,37.0,26.0,6197719,,2232.0,30145
63.0,healthy,patients,MRI,27.0,36.0,37.11,22-55,22.0,55.0,37.0,7913329,,9400.0,18152
63.0,healthy,patients,MRI,27.0,36.0,37.11,22-55,22.0,55.0,37.0,7913329,,9400.0,18152
63.0,healthy,patients,MRI,27.0,36.0,37.11,22-55,22.0,55.0,37.0,7913329,,9400.0,18152
36.0,healthy,patients,German speakers,19.0,17.0,26.45,21-41,21.0,41.0,26.0,3869681,,10466.0,30021
18.0,healthy,patients,German speakers,10.0,8.0,26.3,21-41,21.0,41.0,26.0,3869681,,10466.0,30021
18.0,healthy,patients,German speakers,9.0,9.0,26.6,21-38,21.0,38.0,26.0,3869681,,10466.0,30021
12.0,idiopathic musculoskeletal pain,patients,adolescents,1.0,11.0,16.3,14-17,14.0,17.0,16.0,5686883,,2956.0,30786
11.0,,healthy,adolescents,1.0,10.0,16.1,14-17,14.0,17.0,16.0,5686883,,2956.0,30786
