count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,assesment_type,pmcid,rank,start_char,end_char
314.0,,healthy,,249.0,65.0,17.04,6.47-56.20,6.0,56.0,,imaging,7721229,0,10065,13228
255.0,ASD,patients,,224.0,31.0,17.05,7.00-55.40,7.0,55.0,,imaging,7721229,0,10065,13228
41.0,UC,patients,,25.0,16.0,37.1,20-54,20.0,54.0,,imaging,6457314,0,5613,7441
42.0,,healthy,,25.0,17.0,36.86,22-55,22.0,55.0,,imaging,6457314,0,5613,7441
37.0,Parkinson's Disease,patients,,17.0,20.0,,,,,,imaging,4184784,0,6434,8455
34.0,,healthy,,22.0,12.0,,,,,,imaging,4184784,0,6434,8455
13.0,right MCA territory infarction,patients,,13.0,0.0,,,,,,other,8154462,0,4472,5608
11.0,,healthy,,11.0,0.0,,,,,,other,8154462,0,4472,5608
28.0,ASD,patients,,20.0,8.0,14.58,,,,,imaging,8213933,0,13173,14739
27.0,,healthy,,18.0,9.0,14.49,,,,,imaging,8213933,0,13173,14739
23.0,,healthy,,15.0,8.0,31.1,19-44,19.0,44.0,,imaging,5761874,0,7481,8731
25.0,temporal lobe epilepsy,patients,,13.0,12.0,33.6,20-45,20.0,45.0,,imaging,5761874,0,7481,8731
12.0,cockroach phobia,patients,,4.0,8.0,40.08,,,,,imaging,6220927,0,5977,7136
12.0,,healthy,,4.0,8.0,24.08,,,,,imaging,6220927,0,5977,7136
31.0,,healthy,,,,,,,,,imaging,8933317,1,8349,9763
66.0,unilateral hippocampal sclerosis,patients,,,,,,,,,imaging,8933317,1,8349,9763
18.0,ASC,patients,,,,30.4,,,,,other,4265725,0,10617,12494
18.0,,healthy,,,,28.6,,,,,other,4265725,0,10617,12494
20.0,,healthy,,9.0,11.0,21.95,18-35,18.0,35.0,,imaging,4810172,0,9482,10858
24.0,,healthy,,12.0,12.0,,23-45,23.0,45.0,,imaging,2525845,0,5998,8666
31.0,VaMCI,patients,,,,,,,,,imaging,6350268,1,6317,9916
32.0,,healthy,,,,,,,,,imaging,6350268,1,6317,9916
16.0,carotid artery stenosis,patients,,,,,55-80,55.0,80.0,,imaging,5552726,1,3930,5250
19.0,MTLE,patients,unilateral MTLE,11.0,8.0,45.3,,,,,imaging,7836234,0,7759,9900
19.0,,healthy,,10.0,9.0,45.8,,,,,imaging,7836234,0,7759,9900
14.0,PTSD,patients,,,,,,,,,imaging,8785646,0,15850,19588
15.0,,healthy,,,,,,,,,imaging,8785646,0,15850,19588
14.0,AD,patients,,,,,,,,,behavioral,3423412,0,6223,8710
8.0,MCI,patients,,,,,,,,,behavioral,3423412,0,6223,8710
14.0,,healthy,,,,,,,,,behavioral,3423412,0,6223,8710
27.0,generalized SAD,patients,,15.0,12.0,,,,,,behavioral,4029608,0,8770,11234
27.0,,healthy,,14.0,13.0,,,,,,behavioral,4029608,0,8770,11234
167.0,ADHD,patients,,,,,5-18,5.0,18.0,,imaging,8782893,0,7940,10880
20.0,,healthy,2/3,10.0,10.0,,18-23,18.0,23.0,,imaging,3520927,0,5472,7428
20.0,,healthy,3/4,10.0,10.0,,18-23,18.0,23.0,,imaging,3520927,0,5472,7428
8.0,,healthy,,4.0,4.0,31.75,,,,,imaging,4522562,0,34627,36506
9.0,,healthy,,6.0,3.0,,19-27,19.0,27.0,,imaging,5719057,0,36231,39516
22.0,,healthy,Control,16.0,6.0,16.0,,,,,imaging,3701149,0,11779,14691
12.0,transient AHs,patients,AH,5.0,7.0,15.97,,,,,imaging,3701149,0,11779,14691
13.0,22q11.2 Deletion Syndrome,patients,22q11.2DS,9.0,4.0,16.14,,,,,imaging,3701149,0,11779,14691
29.0,,healthy,,,,,,,,,behavioral,7563756,0,9392,10386
65.0,idiopathic Parkinson's Disease,patients,,,,,,,,,imaging,5655292,0,3039,4402
24.0,,healthy,,,,,,,,,imaging,5655292,0,3039,4402
38.0,,healthy,APOE-4 carriers,16.0,22.0,49.9,40-60,40.0,60.0,,imaging,9205431,0,45406,48741
38.0,,healthy,noncarriers,16.0,22.0,49.9,40-60,40.0,60.0,,imaging,9205431,0,45406,48741
7.0,,healthy,right handed,7.0,0.0,23.5,21-28,21.0,28.0,,imaging,7406917,1,8419,12364
38.0,ADHD,patients,,18.0,20.0,,,,,,imaging,6347794,0,7742,10511
18.0,nAMD,patients,,9.0,9.0,,,55.0,,,behavioral,8544331,1,16185,17940
18.0,,healthy,,9.0,9.0,,,,,,behavioral,8544331,1,16185,17940
10.0,essential tremor,patients,,6.0,4.0,69.4,,,,,imaging,7493988,0,43154,44585
10.0,,healthy,,5.0,5.0,67.7,,,,,imaging,7493988,0,43154,44585
23.0,,healthy,MEG Center,,,,,,,,imaging,8752963,0,5395,7240
89.0,,healthy,HCP,44.0,45.0,,22-35,22.0,35.0,,imaging,8752963,0,5395,7240
163.0,,healthy,,117.0,46.0,36.9,,,,,imaging,6611425,2,12727,16419
151.0,SZ,patients,,114.0,37.0,37.8,,,,,imaging,6611425,2,12727,16419
20.0,Tourette syndrome,patients,,,,,,,,,,3877773,0,6179,7775
17.0,,healthy,,,,,,,,,,3877773,0,6179,7775
21.0,"PTSD, depression, anxiety, conduct disorder and phobia",patients,history of childhood abuse,15.0,6.0,17.5,,,,,imaging,5104469,0,12106,15360
20.0,,healthy,psychiatric controls,,,,,,,,imaging,5104469,0,12106,15360
27.0,,healthy,healthy controls,,,,,,,,imaging,5104469,0,12106,15360
13.0,,healthy,experienced HA users (eHA),,,,60-80,60.0,80.0,,imaging,6509414,0,8835,10592
13.0,,healthy,inexperienced HA users (iHA),,,,60-80,60.0,80.0,,imaging,6509414,0,8835,10592
21.0,Parkinson's disease,patients,,13.0,8.0,60.8,44-73,44.0,73.0,,other,3182403,0,5559,6387
20.0,,healthy,typically developing children,,,5.8,5.2-6.8,5.0,6.0,,imaging,4274095,1,12283,13600
20.0,sporadic ALS,patients,,,,,,,,,imaging,3447931,0,7348,8813
20.0,,healthy,,,,,,,,,imaging,3447931,0,7348,8813
14.0,,healthy,right handed,7.0,7.0,26.5,21-38,21.0,38.0,,imaging,3324921,0,9056,13005
284.0,,healthy,right-handed,71.0,71.0,26.8,,,,,behavioral,4319399,0,9266,11511
284.0,,healthy,left-handed,73.0,69.0,24.4,,,,,behavioral,4319399,0,9266,11511
6.0,affective violence,patients,VA group,6.0,0.0,,,,,,imaging,9230060,0,4708,5988
7.0,predatory violence,patients,VP group,7.0,0.0,,,,,,imaging,9230060,0,4708,5988
7.0,non-violent crime,patients,NV group,7.0,0.0,,,,,,imaging,9230060,0,4708,5988
20.0,,healthy,HC group,20.0,0.0,,,,,,imaging,9230060,0,4708,5988
15.0,,healthy,,7.0,8.0,23.8,,,,,imaging,5324609,0,5173,8811
12.0,,healthy,,6.0,6.0,,22-48,22.0,48.0,,imaging,3788350,0,9587,10771
15.0,phobic prone,patients,PP,9.0,6.0,39.2,,,,,imaging,3002948,0,8290,11062
15.0,eating disorders prone,patients,EDP,10.0,5.0,34.4,,,,,imaging,3002948,0,8290,11062
121.0,panic disorder and agoraphobia,patients,,,,,,,,,imaging,6854061,0,8526,10737
77.0,,healthy,,,,,,,,,imaging,6854061,0,8526,10737
25.0,,healthy,,14.0,10.0,33.2,,,,,imaging,6412974,0,9389,12145
18.0,JME,patients,,3.0,15.0,30.1,20-48,20.0,48.0,,imaging,6412974,0,9389,12145
24.0,MSA c-type,patients,,,,,,,,,imaging,7485713,0,27477,29306
20.0,,healthy,,,,,,,,,imaging,7485713,0,27477,29306
28.0,,healthy,younger adults,19.0,9.0,24.39,18-34,18.0,34.0,,imaging,7004957,4,9185,11794
23.0,,healthy,older adults,14.0,9.0,66.95,55-75,55.0,75.0,,imaging,7004957,4,9185,11794
23.0,,healthy,non-convicted CSOs,,,,,,,,imaging,6678781,1,16665,20137
38.0,,healthy,convicted CSOs,,,,,,,,imaging,6678781,1,16665,20137
16.0,ASD,patients,,16.0,0.0,,8-18,8.0,18.0,,behavioral,5279905,0,7481,9124
16.0,,healthy,,,,,,,,,behavioral,5279905,0,7481,9124
42.0,ASD,patients,,,,,8-36,8.0,36.0,,imaging,3842522,0,11123,13089
48.0,,healthy,,,,,8-36,8.0,36.0,,imaging,3842522,0,11123,13089
32.0,,healthy,right-handed,17.0,15.0,26.0,25-27,25.0,27.0,,imaging,4332461,0,4501,7045
16.0,,healthy,low BrAC,,,,,,,,imaging,4332461,0,4501,7045
16.0,,healthy,high BrAC,,,,,,,,imaging,4332461,0,4501,7045
19.0,obsessive-compulsive disorder,patients,,,,,,,,,imaging,3777673,1,6638,9015
19.0,,healthy,,,,,,,,,imaging,3777673,1,6638,9015
20.0,MdDS,patients,,5.0,15.0,43.4,27-66,27.0,66.0,,imaging,3510214,0,12585,13447
20.0,,healthy,,,,43.0,23-59,23.0,59.0,,imaging,3510214,0,12585,13447
11.0,,healthy,,5.0,6.0,31.0,25-38,25.0,38.0,,imaging,3132672,0,7753,11701
21.0,PTSD,patients,,,,,,,,,imaging,5030332,0,7905,9151
17.0,DD,patients,,,,,8-11,8.0,11.0,,behavioral,5758587,0,11527,14377
11.0,TD,healthy,,,,,8-11,8.0,11.0,,behavioral,5758587,0,11527,14377
14.0,DD,patients,,,,,8-11,8.0,11.0,,imaging,5758587,0,11527,14377
11.0,TD,healthy,,,,,8-11,8.0,11.0,,imaging,5758587,0,11527,14377
13.0,DD,patients,,,,,8-11,8.0,11.0,,imaging,5758587,0,11527,14377
8.0,TD,healthy,,,,,8-11,8.0,11.0,,imaging,5758587,0,11527,14377
34.0,alcohol dependence,patients,,34.0,0.0,,,,,,imaging,5413198,0,10741,12545
26.0,,healthy,,26.0,0.0,,,,,,imaging,5413198,0,10741,12545
20.0,,healthy,,7.0,13.0,25.53,,,,,behavioral,2561002,0,39930,43391
10.0,,healthy,right-handed,4.0,6.0,25.82,,,,,behavioral,2561002,0,39930,43391
10.0,,healthy,left-handed,3.0,7.0,25.23,,,,,behavioral,2561002,0,39930,43391
0.0,,healthy,,0.0,0.0,0.0,,0.0,0.0,0.0,imaging,8933759,0,9208,10406
56.0,,healthy,GnRHa,0.0,30.0,24.3,,,,,imaging,5068584,0,5351,8476
56.0,,healthy,placebo,0.0,26.0,24.3,,,,,imaging,5068584,0,5351,8476
23.0,,healthy,,,,15.2,15-15,15.0,15.0,,behavioral,4030253,0,12909,14925
18.0,Internet Addiction,patients,,,,15.1,14-16,14.0,16.0,,behavioral,4030253,0,12909,14925
23.0,refractory epilepsy of the temporal lobe,patients,LMTLE,,,,,,,,imaging,4017227,2,7012,9327
23.0,refractory epilepsy of the temporal lobe,patients,RMTLE,,,,,,,,imaging,4017227,2,7012,9327
19.0,,healthy,,10.0,9.0,,,,,,imaging,4017227,2,7012,9327
173.0,TSC,patients,,,,,,,,,imaging,9308181,0,5201,8942
18.0,,healthy,,,,,,,,,behavioral,4352055,0,25752,26232
163.0,,healthy,,117.0,46.0,36.9,,,,,imaging,9057100,0,12793,13992
151.0,SZ,patients,,114.0,37.0,37.8,,,,,imaging,9057100,0,12793,13992
5.0,TS,patients,,3.0,2.0,27.0,,,,,imaging,5857897,0,6603,7746
5.0,,healthy,,,,,,,,,imaging,6699415,0,34985,36467
75.0,,healthy,,0.0,75.0,19.38,18-23,18.0,23.0,,imaging,5460048,0,11781,14592
20.0,,healthy,left handed,7.0,13.0,25.53,,,,,behavioral,6016936,0,11128,11174
20.0,,healthy,right handed,7.0,13.0,25.53,,,,,behavioral,6016936,0,11128,11174
16.0,,healthy,,7.0,12.0,24.7,19-30,19.0,30.0,,imaging,6016936,0,11128,11174
15.0,schizophrenia,patients,,5.0,10.0,26.1,21-35,21.0,35.0,,imaging,6016936,0,11128,11174
6.0,PCH,patients,,,,,,,,,imaging,9461104,0,8676,10310
102.0,,healthy,,36.0,66.0,21.5,20-23,20.0,23.0,,imaging,3775427,1,8012,10968
820.0,,healthy,,,,,,,,,imaging,6492297,6,23589,27161
595.0,,healthy,,218.0,377.0,39.47,8-83,8.0,83.0,,imaging,8615904,0,7046,10033
1.0,autism,patients,sub50795,0.0,1.0,8.0,8-8,8.0,8.0,8.0,imaging,9407088,0,31900,35502
1.0,autism,patients,sub50625,1.0,0.0,7.0,7-7,7.0,7.0,7.0,imaging,9407088,0,31900,35502
1.0,autism,patients,sub51581,1.0,0.0,64.0,64-64,64.0,64.0,64.0,imaging,9407088,0,31900,35502
1.0,autism,patients,sub50526,1.0,0.0,50.0,50-50,50.0,50.0,50.0,imaging,9407088,0,31900,35502
