count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,id
1.0,,healthy,,,,,,,,,pmid_31941442
1.0,chronic unpredictable mild stress (CUMS),patients,,,,,,,,,pmid_31941442
1.0,CUMS treated with folic acid,patients,,,,,,,,,pmid_31941442
1.0,CUMS treated with citalopram,patients,,,,,,,,,pmid_31941442
19.0,pain related to osteoarthritis (OA) of the carpometacarpal (CMC) joint,patients,right hand,,,,,,,,pmid_25533872
4904.0,overweight/obese,patients,,,,,,,,,pmid_29203421
16.0,,healthy,,,,,,,,,pmid_22367249
21.0,,healthy,,,,,,,,,pmid_23717467
33.0,idiopathic PD,patients,,,,,,,,,pmid_23717467
17.0,major depressive disorder,patients,,,,,,,,,pmid_23717467
25.0,first-episode patients with AVH,patients,AVH,,,,,,,,pmid_27744190
25.0,patients without AVH,patients,non-AVH,,,,,,,,pmid_27744190
25.0,,healthy,,,,,,,,,pmid_27744190
20.0,CD,patients,female,0.0,20.0,,,,,,pmid_24839886
20.0,,healthy,female,0.0,20.0,,,,,,pmid_24839886
39.0,active cocaine users,patients,COC+,,,,,,,,pmid_31805488
40.0,,healthy,COC-,,,,,,,,pmid_31805488
52.0,,healthy,,,,,,,,,pmid_30006860
10.0,normal,subjects,actions,5.0,5.0,,,,,,pmid_11352611
10.0,normal,subjects,spatial relations,5.0,5.0,,,,,,pmid_11352611
48.0,drug-naive first-episode adolescent-onset schizophrenia (AOS),patients,,,,,,,,,pmid_34997425
31.0,,healthy,,,,,,,,,pmid_34997425
13644.0,AD,patients,,,,,,,,,pmid_34419673
10.0,dyslexia,patients,dyslexic children,,,,,,,,pmid_17050709
20.0,tinnitus patients,patients,younger,10.0,10.0,50.0,40-60,40.0,60.0,45.0,pmid_26332128
20.0,,healthy,younger,10.0,10.0,50.0,40-60,40.0,60.0,45.0,pmid_26332128
15.0,social anxiety disorder,patients,adults,,,,,,,,pmid_19188539
17.0,healthy,controls,demographically matched,,,,,,,,pmid_19188539
112.0,SCZ,patients,first-episode drug-nave,,,,,,,,pmid_28605528
82.0,,healthy,,,,,,,,,pmid_28605528
2115.0,schizophrenia,patients,,,,,,,,,pmid_28338943
2297.0,healthy,controls,,,,,,,,,pmid_28338943
50.0,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_24569831
60.0,patients,patients,experimental,30.0,30.0,35.0,25-45,25.0,45.0,35.0,pmid_24569831
50.0,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_32111253
60.0,patients,patients,experimental,35.0,25.0,45.0,30-60,30.0,60.0,45.0,pmid_32111253
20.0,autism,patients,children,15.0,5.0,8.5,5-12,5.0,12.0,8.0,pmid_20977554
20.0,,healthy,children,10.0,10.0,8.5,5-12,5.0,12.0,8.0,pmid_20977554
22.0,CD,patients,female,,,,,,,,pmid_23082797
20.0,healthy,control,female,,,,,,,,pmid_23082797
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_21228156
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,40.0,pmid_21228156
50.0,,healthy,group 1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_11501735
60.0,patients,patients,group 2,30.0,30.0,45.0,35-55,35.0,55.0,45.0,pmid_11501735
9.0,BC patients who experienced CIA,patients,,,,,,,,,pmid_23793983
9.0,post-menopausal BC patients undergoing chemotherapy,patients,,,,,,,,,pmid_23793983
6.0,,healthy,,,,,,,,,pmid_23793983
25.0,posttraumatic stress disorder (PTSD),patients,,,,,,,,,pmid_18158370
16.0,,healthy,,,,,,,,,pmid_18158370
48.0,obese,participants,,,,,,,,,pmid_27385157
30.0,diarrhea-predominant irritable bowel syndrome,patients,EA group,,,,,,,,pmid_25847778
30.0,diarrhea-predominant irritable bowel syndrome,patients,moxibustion group,,,,,,,,pmid_25847778
18.0,schizophrenic patients with AVHs,patients,FES patients with AVHs,,,,,,,,pmid_26403064
18.0,schizophrenic patients without AVHs,patients,FES patients without AVHs,,,,,,,,pmid_26403064
18.0,,healthy,,,,,,,,,pmid_26403064
12.0,,healthy,,,,,,,,,pmid_18320179
20.0,nonmusicians,participants,,,,,,,,,pmid_20627131
75.0,,healthy,,,,,,,,,pmid_26586819
18.0,alcohol or marijuana SUD,patients,,,,,,,,,pmid_26234745
15.0,,healthy,comparison subjects,,,,,,,,pmid_26234745
24.0,ADHD,patients,youth,,,,,,,,pmid_25151425
21.0,healthy,controls,youth,,,,,,,,pmid_25151425
30.0,ADHD,patients,adults,15.0,15.0,35.0,25-45,25.0,45.0,35.0,pmid_28458999
30.0,,healthy,controls,15.0,15.0,35.0,25-45,25.0,45.0,35.0,pmid_28458999
20.0,dyslexic,patients,dyslexic readers,10.0,10.0,12.0,8-15,8.0,15.0,11.5,pmid_12593457
30.0,,healthy,normal readers,15.0,15.0,11.0,9-14,9.0,14.0,11.0,pmid_12593457
37.0,alcohol dependence,patients,pure alcoholics,25.0,12.0,45.0,30-60,30.0,60.0,42.0,pmid_24179800
93.0,polysubstance abusing alcoholics,patients,polysubstance abusing alcoholics,70.0,23.0,39.0,25-55,25.0,55.0,38.0,pmid_24179800
69.0,,healthy,controls,35.0,34.0,41.0,20-65,20.0,65.0,40.0,pmid_24179800
20.0,medicated BD,patients,,9.0,11.0,14.9,14.9+/-2.0 years,,,,pmid_20037920
20.0,,healthy,,9.0,11.0,14.7,14.7+/-1.7 years,,,,pmid_20037920
100.0,,healthy,,,,,,,,,pmid_25748858
91.0,schizophrenia,patients,,,,,,,,,pmid_25748858
20.0,breast cancer survivors,patients,anthracycline,,,,,,,,pmid_26633037
19.0,breast cancer survivors,patients,nonanthracycline,,,,,,,,pmid_26633037
23.0,breast cancer survivors,patients,no chemotherapy,,,,,,,,pmid_26633037
44.0,FES,patients,nave,,,,,,,,pmid_29736883
26.0,,healthy,controls,,,,,,,,pmid_29736883
22.0,MDD,patients,unmedicated,,,,,,,,pmid_20934190
14.0,,healthy,,,,,,,,,pmid_20934190
6.0,,healthy,humans,3.0,3.0,30.0,20-40,20.0,40.0,30.0,pmid_14615423
48.0,PD,patients,PD with anxiety,,,,,,,,pmid_29309855
19.0,,healthy,,,,,,,,,pmid_29309855
15.0,IAD,patients,,,,,,,,,pmid_23548798
15.0,healthy,controls,,,,,,,,,pmid_23548798
20.0,healthy,patients,group 1,10.0,10.0,35.0,20-50,20.0,50.0,30.0,pmid_20959510
15.0,,healthy,group 2,8.0,7.0,45.0,30-60,30.0,60.0,50.0,pmid_20959510
25.0,,healthy,,,,,,,,,pmid_21703352
15.0,,healthy,,,,,,,,,pmid_25080831
100.0,MwoA patients,patients,,,,,,,,,pmid_28580293
46.0,,healthy,,,,,,,,,pmid_28580293
20.0,ADHD,patients,boys,20.0,0.0,,,,,,pmid_22290121
20.0,ASD,patients,boys,20.0,0.0,,,,,,pmid_22290121
20.0,,healthy,boys,20.0,0.0,,,,,,pmid_22290121
12.0,,healthy,,,,,,,,,pmid_22009130
82.0,drinkers,patients,,,,,,,,,pmid_31746092
39.0,healthy,yoga,young adults,,,27.63,27.63-27.64,27.63,27.64,27.63,pmid_34194974
30.0,ADHD-CT,patients,adults,16.0,14.0,,,,,,pmid_25338631
30.0,,healthy,adults,20.0,10.0,,,,,,pmid_25338631
14.0,ADHD-CT,patients,children,,,,,,,,pmid_25338631
10.0,,healthy,children,,,,,,,,pmid_25338631
25.0,BD,patients,youth,,,,,,,,pmid_18076530
17.0,CON,controls,"age-, gender- and IQ-matched",,,,,,,,pmid_18076530
50.0,cannabis and alcohol users,adolescents,controls,25.0,25.0,16.0,15-17,15.0,17.0,16.0,pmid_32260480
3.0,hypoleptinemic,patients,hypoleptinemic women,0.0,3.0,,,,,,pmid_25279500
9.0,,healthy,normoleptinemic women,0.0,9.0,,,,,,pmid_25279500
17.0,DBD + PT,patients,,,,,,,,,pmid_22781874
19.0,healthy,comparison subjects,,,,,,,,,pmid_22781874
33.0,ADHD-C,patients,,33.0,0.0,,,,,,pmid_27399309
15.0,ADHD-I,patients,,15.0,0.0,,,,,,pmid_27399309
31.0,,healthy,TD,31.0,0.0,,,,,,pmid_27399309
45.0,depressive patients,patients,,,,,,,,,pmid_32748317
35.0,,healthy,,,,,,,,,pmid_32748317
50.0,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_18588986
60.0,patients,patients,experimental,35.0,25.0,45.0,30-60,30.0,60.0,45.0,pmid_18588986
21.0,,healthy,,,,,,,,,pmid_17301186
32.0,heavy cannabis users,patients,heavy cannabis users,,,,,,,,pmid_22994937
41.0,,healthy,non-using controls,,,,,,,,pmid_22994937
1.0,pre-menopausal women,participants,pre-menopausal women,0.0,1.0,,,,,,pmid_21985908
34.0,cirrhosis,patients,with DM,,,,,,,,pmid_28798299
34.0,cirrhosis,patients,without DM,,,,,,,,pmid_28798299
17.0,,healthy,controls,,,,,,,,pmid_28798299
27.0,Internet addiction,patients,,27.0,0.0,24.78,4.37,24.78,24.78,24.78,pmid_22663306
27.0,pathological gambling,patients,,27.0,0.0,25.67,3.97,25.67,25.67,25.67,pmid_22663306
27.0,,healthy,,27.0,0.0,25.33,2.79,25.33,25.33,25.33,pmid_22663306
20.0,,healthy,NT,10.0,10.0,25.0,20-30,20.0,30.0,25.0,pmid_11564318
30.0,patients,patients,PT,15.0,15.0,35.0,30-40,30.0,40.0,35.0,pmid_11564318
17.0,Parkinson's disease,patients,"nonmedicated, nondemented",,,,,,,,pmid_26285212
22.0,healthy,controls,,,,,,,,,pmid_26285212
20.0,,healthy,Group A,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_15831760
15.0,patients,patients,Group B,8.0,7.0,45.0,35-55,35.0,55.0,45.0,pmid_15831760
24.0,CSP,patients,contra-group,,,,,,,,pmid_29563830
24.0,CSP,patients,ipsi-group,,,,,,,,pmid_29563830
126.0,current smokers,patients,current smokers,,,,,,,,pmid_27867102
17.0,PD patients with fatigue,patients,fatigue,,,,,,,,pmid_28044431
32.0,PD patients without fatigue,patients,no fatigue,,,,,,,,pmid_28044431
25.0,,healthy,,,,,,,,,pmid_28044431
30.0,migraine,patients,,,,,,,,,pmid_35220550
40.0,healthy,controls,,,,,,,,,pmid_35220550
15.0,PBD,patients,unmedicated,,,,,,,,pmid_19926457
11.0,ADHD,patients,unmedicated,,,,,,,,pmid_19926457
15.0,,healthy,controls,,,13.5,3.5,,,,pmid_19926457
74.0,IGD,patients,,,,,,,,,pmid_32415913
41.0,,healthy,,,,,,,,,pmid_32415913
30.0,ADHD,patients,boys,30.0,0.0,,,,,,pmid_25682468
30.0,healthy,controls,gender- and age-matched,30.0,0.0,,,,,,pmid_25682468
17.0,,healthy,,0.0,17.0,,,,,,pmid_17888411
5.0,developmental dyslexics,patients,compensated adult,,,,,,,,pmid_8624677
50.0,pathological gambling,patients,group 1,30.0,20.0,35.0,20-50,20.0,50.0,30.0,pmid_18640909
50.0,,healthy,group 2,25.0,25.0,40.0,30-50,30.0,50.0,40.0,pmid_18640909
14.0,PTSD,patients,male,14.0,0.0,,,,,,pmid_27038410
9.0,PTSD,patients,male,9.0,0.0,,,,,,pmid_27038410
30.0,aMCI,patients,,15.0,15.0,70.0,60-80,60.0,80.0,70.0,pmid_35663572
30.0,,healthy,,15.0,15.0,65.0,55-75,55.0,75.0,65.0,pmid_35663572
51.0,,healthy,adults,,,,,,,,pmid_19347874
20.0,,healthy,group 1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_18448453
30.0,patients,patients,group 2,15.0,15.0,45.0,35-55,35.0,55.0,45.0,pmid_18448453
23.0,ADHD,patients,,,,,,,,,pmid_31882652
23.0,healthy,controls,matched,,,,,,,,pmid_31882652
20.0,Parkinson's disease,patients,,6.0,14.0,63.4,,,,,pmid_28642732
22.0,,healthy,,,,,,,,,pmid_28642732
12.0,restrictive AN,patients,currently ill,,,,,,,,pmid_27866012
14.0,restrictive AN,patients,recovered individuals,,,,,,,,pmid_27866012
16.0,,healthy,controls,,,,,,,,pmid_27866012
15.0,GSAD,patients,,,,,,,,,pmid_29275125
19.0,,healthy,control,,,,,,,,pmid_29275125
19.0,schizophrenia patients with persistent AVH,patients,HP,,,,,,,,pmid_28139359
14.0,non-hallucinating schizophrenia patients,patients,nHP,,,,,,,,pmid_28139359
20.0,,healthy,,,,,,,,,pmid_28139359
20.0,healthy,patients,Group 1,,,,,,,,pmid_22465843
8.0,healthy,patients,Group 2,,,,,,,,pmid_22465843
20.0,healthy,patients,Group 3,,,,,,,,pmid_22465843
14.0,ASD,patients,children and adolescents,,,,,,,,pmid_27956067
15.0,,healthy,children and adolescents,,,,,,,,pmid_27956067
30.0,aMCI,patients,,15.0,15.0,70.0,60-80,60.0,80.0,70.0,pmid_26972578
30.0,,healthy,,15.0,15.0,65.0,55-75,55.0,75.0,65.0,pmid_26972578
18.0,functional constipation,patients,,9.0,9.0,,,,,,pmid_30720579
20.0,BPD,patients,female,0.0,20.0,,,,,,pmid_30964611
20.0,,healthy,female,0.0,20.0,,,,,,pmid_30964611
28.0,PD-A,patients,,,,,,,,,pmid_36300172
19.0,PD-NA,patients,,,,,,,,,pmid_36300172
32.0,,healthy,,,,,,,,,pmid_36300172
14.0,AD patients,patients,AD patients,,,,,,,,pmid_33747074
14.0,,healthy,HCs,,,,,,,,pmid_33747074
118.0,depressive episodes,patients,,,,,,,,,pmid_31904902
60.0,,healthy,,,,,,,,,pmid_31904902
23.0,schizophrenia,patients,"first episode, medication-free",,,,,,,,pmid_17559877
14.0,BPD,patients,,,,,,,,,pmid_16837057
14.0,,healthy,,,,,,,,,pmid_16837057
1.0,healthy,patients,group 1,10.0,15.0,35.0,20-50,20.0,50.0,30.0,pmid_19172654
2.0,,healthy,group 2,5.0,8.0,45.0,30-60,30.0,60.0,40.0,pmid_19172654
34.0,schizophrenia,patients,with history of serious violent acts,34.0,0.0,,,,,,pmid_28327107
23.0,schizophrenia,patients,without history of violent acts,23.0,0.0,,,,,,pmid_28327107
30.0,ADHD,patients,IGD,20.0,10.0,25.0,20-30,20.0,30.0,25.0,pmid_29748773
40.0,,healthy,non-IGD,25.0,15.0,28.0,25-35,25.0,35.0,28.0,pmid_29748773
25.0,Alzheimer's disease,patients,AD,,,,,,,,pmid_27247279
20.0,amnestic mild cognition impairment,patients,aMCI,,,,,,,,pmid_27247279
35.0,,healthy,NC,,,,,,,,pmid_27247279
22.0,childhood-onset CD (16 of them with comorbid ADHD),patients,male,22.0,0.0,14.5,12 to 17 years,12.0,17.0,14.5,pmid_18598245
22.0,,healthy,male,22.0,0.0,14.5,12 to 17 years,12.0,17.0,14.5,pmid_18598245
13.0,pure ADHD,patients,male,13.0,0.0,,,,,,pmid_18598245
22.0,,healthy,female,0.0,22.0,,,,,,pmid_18598245
20.0,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,pmid_28149275
30.0,patients,patients,experimental,15.0,15.0,35.0,30-40,30.0,40.0,35.0,pmid_28149275
45.0,alcohol-dependent,patients,abstinent,,,,,,,,pmid_21078704
50.0,healthy,comparison subjects,,,,,,,,,pmid_21078704
88.0,,healthy,,,,,,,,,pmid_27294029
75.0,cocaine dependent,patients,,,,,,,,,pmid_27294029
19.0,,healthy,,,,,,,,,pmid_30739061
27.0,Internet Addiction/Pathological Internet Use (IA/PIU),students,U.S. university students,,,,,,,,pmid_25647224
15.0,AN,patients,adolescents,,,,,,,,pmid_29579064
18.0,,healthy,adolescents,,,,,,,,pmid_29579064
16.0,AN,patients,adult women,,,,,,,,pmid_29579064
16.0,,healthy,adult women,,,,,,,,pmid_29579064
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_20164333
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_20164333
12.0,Alzheimer's disease,patients,,,,,,,,,pmid_18654087
12.0,healthy,comparison subjects,,,,,,,,,pmid_18654087
50.0,healthy,patients,group 1,20.0,30.0,35.0,20-50,20.0,50.0,30.0,pmid_21044291
60.0,patients,patients,group 2,30.0,30.0,45.0,30-60,30.0,60.0,40.0,pmid_21044291
51.0,childhood-onset schizophrenia with obsessive-compulsive symptoms (COSO),patients,,,,,,,,,pmid_30697262
30.0,,healthy,,,,,,,,,pmid_30697262
12.0,callous-unemotional traits and either conduct disorder or oppositional defiant disorder,patients,callous-unemotional traits,6.0,6.0,13.5,10-17 years,10.0,17.0,13.5,pmid_18281412
12.0,ADHD,patients,ADHD,6.0,6.0,13.5,10-17 years,10.0,17.0,13.5,pmid_18281412
12.0,,healthy,,6.0,6.0,13.5,10-17 years,10.0,17.0,13.5,pmid_18281412
20.0,autism spectrum disorder,patients,Japanese preschool children,15.0,5.0,4.5,3-6,3.0,6.0,4.0,pmid_25278829
30.0,,healthy,TD children,15.0,15.0,4.0,3-5,3.0,5.0,4.0,pmid_25278829
1000.0,,healthy,,,,,,,,,pmid_22832566
41.0,schizophrenia,patients,,,,,,,,,pmid_17707869
41.0,,healthy,,,,,,,,,pmid_17707869
9.0,T2DM,patients,,,,,,,,,pmid_28197096
102.0,,healthy,,,,,,,,,pmid_26417092
50.0,,healthy,,,,,,,,,pmid_26417092
17.0,schizophrenia,patients,CRT group,8.0,9.0,,,,,,pmid_21543191
15.0,,healthy,,,,,,,,,pmid_21543191
9.0,schizophrenia,patients,non-CRT group,,,,,,,,pmid_21543191
16.0,,healthy,,,,,,,,,pmid_24324588
17.0,bipolar disorder,patients,BD,,,,,,,,pmid_24324588
16.0,unipolar depression,patients,UD,,,,,,,,pmid_24324588
20.0,autistic,patients,children,15.0,5.0,8.0,5-12,5.0,12.0,9.0,pmid_12661677
20.0,,healthy,children,10.0,10.0,9.0,6-13,6.0,13.0,9.5,pmid_12661677
1.0,severe disorder of consciousness,patients,,,,,,,,,pmid_22287214
20.0,,healthy,right-handed,10.0,10.0,25.0,20-30,20.0,30.0,25.0,pmid_15165352
16.0,schizophrenia,patients,current episode,,,,,,,,pmid_19521678
16.0,,healthy,,,,,,,,,pmid_19521678
8.0,Parkin mutation carriers,patients,asymptomatic,8.0,0.0,,,,,,pmid_22434215
8.0,,healthy,matched controls,8.0,0.0,,,,,,pmid_22434215
30.0,migraineurs without aura,patients,,,,,,,,,pmid_28154971
31.0,,healthy,,,,,,,,,pmid_28154971
28.0,,healthy,,,,,,,,,pmid_22443447
20.0,,healthy,postmenopausal women,0.0,20.0,59.13,,,,,pmid_20849856
40.0,MWoA patients,patients,real acupuncture,,,,,,,,pmid_36067612
40.0,MWoA patients,patients,sham acupuncture,,,,,,,,pmid_36067612
22.0,MDD,patients,,,,,,,,,pmid_23474094
22.0,,siblings,,,,,,,,,pmid_23474094
26.0,,healthy,,,,,,,,,pmid_23474094
22.0,pediatric bipolar disorder (BD),patients,,,,14.21,,,,,pmid_16735472
21.0,,healthy,,,,,,,,,pmid_16735472
50.0,diabetes,patients,Type 2 diabetes,25.0,25.0,60.0,40-80,40.0,80.0,55.0,pmid_35228741
50.0,,healthy,Control,25.0,25.0,55.0,30-70,30.0,70.0,50.0,pmid_35228741
1.0,professional classical pianists,participants,musical improvisation,,,,,,,,pmid_21782960
1.0,professional classical pianists,participants,pseudo-random response generation,,,,,,,,pmid_21782960
18.0,IGD,patients,young males,18.0,0.0,23.8,2.0,23.8,23.8,23.8,pmid_31886611
18.0,,healthy,controls,18.0,0.0,23.9,2.7,23.9,23.9,23.9,pmid_31886611
85.0,,healthy,,,,,,,,,pmid_30033100
1.0,long-term DOC adult patients,patients,,,,,,,,,pmid_27738996
13.0,pediatric-migraine patients,patients,,,,,,,,,pmid_31745724
14.0,,healthy,,,,,,,,,pmid_31745724
102.0,schizophrenia and bipolar disorder,children,ten- to twelve-year-old,,,,,,,,pmid_19449332
1.0,adolescent with extensive traumatic lesion of the right cerebral hemisphere,patients,adolescent,,,,,,,,pmid_30156753
164.0,,healthy,,,,,,,,,pmid_26162239
23.0,,healthy,,,,,,,,,pmid_23869578
12.0,,healthy,,,,,,,,,pmid_23869578
50.0,SCD,patients,naMCI,20.0,30.0,65.0,50-80,50.0,80.0,68.0,pmid_33664660
60.0,aMCI,patients,,30.0,30.0,70.0,55-85,55.0,85.0,72.0,pmid_33664660
70.0,,healthy,,35.0,35.0,60.0,45-75,45.0,75.0,62.0,pmid_33664660
40.0,detoxified alcohol-dependent patients,patients,prospective abstainers,20.0,20.0,35.0,25-45,25.0,45.0,30.0,pmid_24147643
40.0,,healthy,,20.0,20.0,30.0,20-40,20.0,40.0,25.0,pmid_24147643
20.0,alcohol dependent patients,patients,,20.0,0.0,,,,,,pmid_27575491
20.0,,healthy,,20.0,0.0,,,,,,pmid_27575491
50.0,,healthy,,,,,,,,,pmid_23326294
30.0,autism spectrum disorder (ASD),patients,children,20.0,10.0,8.0,5-12,5.0,12.0,9.0,pmid_21078973
50.0,typically developing (TD),children,,25.0,25.0,9.0,6-11,6.0,11.0,9.0,pmid_21078973
17.0,schizophrenic patients,patients,,,,,,,,,pmid_17556752
17.0,,healthy,,,,,,,,,pmid_17556752
17.0,BPD,patients,BPD_D,,,,,,,,pmid_28526931
12.0,BPD,patients,BPD_N,,,,,,,,pmid_28526931
18.0,,healthy,,,,,,,,,pmid_28526931
50.0,smokers,patients,males,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_30617213
50.0,smokers,patients,females,25.0,25.0,32.0,18-45,18.0,45.0,28.0,pmid_30617213
22.0,first-episode major depressive disorder (MDD),patients,,,,,,,,,pmid_22939367
30.0,,healthy,,,,,,,,,pmid_22939367
22.0,schizophrenia,patients,,,,,,,,,pmid_28520743
22.0,healthy,controls,age-matched,,,,,,,,pmid_28520743
20.0,,healthy,control,10.0,10.0,25.0,20-30,20.0,30.0,25.0,pmid_16432232
30.0,patients,patients,experimental,15.0,15.0,35.0,30-40,30.0,40.0,35.0,pmid_16432232
19.0,dyslexia,patients,age-matched,,,,,,,,pmid_17360506
19.0,dyslexia,patients,reading-matched,,,,,,,,pmid_17360506
12.0,dyslexia,patients,dyslexic,,,,,,,,pmid_17360506
19.0,,healthy,,,,14.4,,,,,pmid_17360506
12.0,,healthy,,,,9.8,,,,,pmid_17360506
12.0,,healthy,,,,14.5,,,,,pmid_17360506
17.0,patients with mania and hypomania,patients,"un-medicated, acutely ill",,,,,,,,pmid_21390505
13.0,,healthy,,,,13.36,2.55,,,,pmid_21390505
255.0,,healthy,adults,,,,,,,,pmid_31518657
20.0,,healthy,group 1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_18760955
15.0,patients,patients,group 2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,pmid_18760955
27.0,schizophrenia spectrum,patients,unmedicated,,,,,,,,pmid_22784688
27.0,,healthy,control subjects,,,,,,,,pmid_22784688
1.0,healthy,patients,children,0.0,1.0,8.0,6-10,6.0,10.0,8.0,pmid_16997580
1.0,healthy,patients,adults,0.0,1.0,24.0,20-28,20.0,28.0,24.0,pmid_16997580
20.0,,healthy,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,pmid_26111487
30.0,patients,patients,group2,15.0,15.0,45.0,35-55,35.0,55.0,50.0,pmid_26111487
13.0,early hormone users-current,patients,male,13.0,0.0,60.0,60+,60.0,60.0,60.0,pmid_20300040
24.0,early hormone users-past,patients,male,24.0,0.0,60.0,60+,60.0,60.0,60.0,pmid_20300040
18.0,,healthy,null,,,,,,,,pmid_20300040
31.0,healthy,older adults,advantageous decision-makers,,,,,,,,pmid_25068669
31.0,healthy,older adults,disadvantageous decision-makers,,,,,,,,pmid_25068669
29.0,chronic tinnitus,patients,,,,,,,,,pmid_25734018
30.0,healthy,controls,,,,,,,,,pmid_25734018
12.0,,healthy,normal weighted,6.0,6.0,,,,,,pmid_20423700
12.0,MDD,patients,ECT remitters,6.0,6.0,45.0,30-60,30.0,60.0,45.0,pmid_23459749
12.0,,healthy,,6.0,6.0,40.0,25-55,25.0,55.0,40.0,pmid_23459749
29.0,ADHD,patients,,,,,,,,,pmid_25835273
25.0,,healthy,,,,,,,,,pmid_25835273
34.0,schizophrenia,patients,early course,,,,,,,,pmid_29220695
19.0,healthy,controls,,,,,,,,,pmid_29220695
14.0,,healthy,right-handed,14.0,0.0,,,,,,pmid_16107540
19.0,detoxified alcoholics,patients,male,19.0,0.0,,,,,,pmid_19560123
19.0,,healthy,male,19.0,0.0,,,,,,pmid_19560123
17.0,generalized social phobia without generalized anxiety disorder,patients,,,,,,,,,pmid_18483136
17.0,generalized anxiety disorder,patients,,,,,,,,,pmid_18483136
17.0,,healthy,,,,,,,,,pmid_18483136
18.0,alcohol-dependent patients,patients,,,,,,,,,pmid_24754451
18.0,,healthy,,,,,,,,,pmid_24754451
25.0,schizophrenia,patients,"chronic, medicated outpatients",,,,,,,,pmid_22574121
20.0,healthy,controls,,,,,,,,,pmid_22574121
23.0,MDD,patients,"first-episode, treatment-naive",,,,,,,,pmid_26559309
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_23581683
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_23581683
10.0,,healthy,right-handed,10.0,0.0,,,,,,pmid_20423217
7.0,,healthy,,7.0,0.0,,,,,,pmid_12067701
20.0,schizophrenic patients,patients,olanzapine treatment,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_22714121
20.0,,healthy,control,10.0,10.0,30.0,20-40,20.0,40.0,25.0,pmid_22714121
49.0,depressed,patients,unmedicated,,,,,,,,pmid_22945620
35.0,healthy,control,,,,,,,,,pmid_22945620
28.0,,healthy,,,,,,,,,pmid_22162145
1.0,,healthy,,,,,,,,,pmid_9405692
30.0,migraine,Acupuncture Group,,,,,,,,,pmid_25496446
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_22098264
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_22098264
10.0,,healthy,,,,,,,,,pmid_11689304
15.0,depressive patients,patients,,,,,,,,,pmid_21777105
15.0,,healthy,,,,,,,,,pmid_21777105
10.0,ADHD,patients,young male adults,10.0,0.0,,,,,,pmid_20157743
10.0,healthy,controls,male,10.0,0.0,,,,,,pmid_20157743
18.0,Parkinson's disease with rapid eye movement sleep behavior disorder (RBD),patients,PD patients with RBD,,,,,,,,pmid_27880010
16.0,Parkinson's disease without RBD,patients,PD patients without RBD,,,,,,,,pmid_27880010
19.0,,healthy,age- and gender-matched normal controls,,,,,,,,pmid_27880010
17.0,CFS,patients,,,,,,,,,pmid_17079703
12.0,,healthy,,,,,,,,,pmid_17079703
30.0,ADHD,patients,adolescents,20.0,10.0,15.0,12-18,12.0,18.0,14.5,pmid_26748338
30.0,,healthy,matched control,20.0,10.0,15.0,12-18,12.0,18.0,14.5,pmid_26748338
50.0,,healthy,young,,,,,,,,pmid_25281889
12.0,alcoholic patients,patients,multiply detoxified,,,,,,,,pmid_25123156
17.0,alcoholic patients,patients,singly detoxified,,,,,,,,pmid_25123156
31.0,social drinker controls,controls,,,,,,,,,pmid_25123156
20.0,fibromyalgia,patients,female,0.0,20.0,45.0,30-60,30.0,60.0,42.0,pmid_27101425
20.0,,healthy,,10.0,10.0,40.0,25-55,25.0,55.0,38.0,pmid_27101425
30.0,Internet gaming disorder,patients,adolescents,20.0,10.0,16.5,13-18,13.0,18.0,16.0,pmid_31456249
30.0,,healthy,adolescents,15.0,15.0,16.0,13-18,13.0,18.0,16.0,pmid_31456249
18.0,Internet Gaming Addiction,patients,,,,,,,,,pmid_25344114
21.0,healthy,controls,,,,,,,,,pmid_25344114
113.0,SAD,patients,,,,,,,,,pmid_31547972
