count,diagnosis,group_name,mri_sample,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,pmcid,rank,start_char,end_char
46.0,,healthy,no,,32.0,14.0,22.6,22-24,22.0,24.0,22.0,7745153,,9299,12877
10.0,healthy,patients,yes,group1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,6878729,,47617,47880
15.0,depression,patients,yes,group2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,6878729,,47617,47880
20.0,schizophrenia,patients,yes,group3,10.0,10.0,40.0,35-45,35.0,45.0,40.0,6878729,,47617,47880
19.0,healthy,patients,yes,healthy controls,8.0,11.0,33.0,20-52,20.0,52.0,33.0,4983635,,8102,10652
45.0,MDD,patients,yes,MDD patients,16.0,29.0,37.0,19-58,19.0,58.0,37.0,4983635,,8102,10652
54.0,regular CUs,patients,yes,CUs,27.0,27.0,25.5,18-45,18.0,45.0,25.0,8459240,1.0,7650,8658
54.0,,healthy,yes,nonCUs,27.0,27.0,25.5,18-45,18.0,45.0,25.0,8459240,1.0,7650,8658
50.0,relapsing-remitting MS,patients,yes,MS patients,25.0,25.0,35.0,18-55,18.0,55.0,30.0,6200185,,7655,8461
25.0,,healthy,yes,healthy individuals,12.0,13.0,30.0,18-55,18.0,55.0,25.0,6200185,,7655,8461
100.0,,healthy,yes,subgroup1,50.0,50.0,30.0,20-40,20.0,40.0,30.0,6902076,,34771,35072
50.0,depression,patients,yes,subgroup2,25.0,25.0,40.0,30-50,30.0,50.0,40.0,6902076,,34771,35072
25.0,schizophrenia,patients,yes,subgroup3,15.0,10.0,50.0,40-60,40.0,60.0,50.0,6902076,,34771,35072
53.0,T2DM patients,patients,yes,T2DM patients,25.0,28.0,60.5,45-75,45.0,75.0,61.0,7829678,,7017,9210
39.0,,healthy,yes,HC group,19.0,20.0,59.8,45-75,45.0,75.0,60.0,7829678,,7017,9210
17.0,,healthy,yes,children,8.0,9.0,7.4,6.9-7.8,6.0,8.0,7.0,3780305,,14497,15232
16.0,DLB,patients,yes,DLB,8.0,8.0,72.5,60-80,60.0,80.0,73.0,3984441,,7293,9018
17.0,,healthy,yes,controls,9.0,8.0,71.5,60-80,60.0,80.0,72.0,3984441,,7293,9018
13.0,chronic pain,patients,yes,chronic pain group,4.0,9.0,51.8,43 to 65,43.0,65.0,51.0,4048172,,8990,10646
13.0,,healthy,yes,normal control group,4.0,9.0,48.7,38 to 62,38.0,62.0,48.0,4048172,,8990,10646
7.0,healthy,patients,yes,overfeeding,2.0,5.0,31.2,29-33,29.0,33.0,31.0,7758977,,6078,7557
6.0,healthy,patients,yes,fasting,1.0,5.0,29.1,27-31,27.0,31.0,29.0,7758977,,6078,7557
53.0,SAD (generalized subtype),patients,yes,SAD,44.0,17.0,29.9,16.8-29.9,16.0,29.0,29.0,4416052,,5666,9459
33.0,,healthy,yes,Control,29.0,14.0,29.4,29.4,29.0,29.0,29.0,4416052,,5666,9459
19.0,healthy,patients,yes,propofol data,13.0,6.0,1840.0,1840,1840.0,1840.0,1840.0,6787094,,37350,38168
15.0,none,patients,no,drivers,15.0,0.0,26.0,25-27,25.0,27.0,26.0,5270359,,8450,9492
50.0,IPD patients,patients,yes,IPD patients,25.0,25.0,54.6,54.6,54.0,55.0,54.0,6675526,,4609,5604
20.0,,healthy,yes,healthy controls,11.0,9.0,54.6,54.6,54.0,55.0,54.0,6675526,,4609,5604
14.0,healthy,patients,yes,right-handed,6.0,8.0,24.8,22-29,22.0,29.0,24.0,3078751,,10341,10716
10.0,,healthy,yes,subgroup1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,7090024,,5358,5511
15.0,depression,patients,yes,subgroup2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,7090024,,5358,5511
20.0,anxiety,patients,yes,subgroup3,10.0,10.0,35.0,30-40,30.0,40.0,35.0,7090024,,5358,5511
10.0,chronic marijuana (MJ) users,patients,yes,MJ users,8.0,2.0,25.0,20-30,20.0,30.0,25.0,3742334,,7512,11306
18.0,,healthy,yes,NU participants,11.0,7.0,27.0,25-35,25.0,35.0,27.0,3742334,,7512,11306
24.0,FD-PDS patients with comorbid MDD,patients,yes,FD-PDS-MDD,0.0,24.0,42.44,N/A,,,,7518235,1.0,18065,18709
24.0,FD-PDS patients without MDD,patients,yes,FD-PDS,0.0,24.0,42.44,N/A,,,,7518235,1.0,18065,18709
24.0,,healthy,yes,HC,0.0,24.0,42.44,N/A,,,,7518235,1.0,18065,18709
312.0,,healthy,no,N/A,,,,N/A,,,,7851842,1.0,13592,14498
46.0,"drug-naive, first-episode schizophrenia",patients,yes,schizophrenia,23.0,23.0,25.5,18-37,18.0,37.0,25.0,6197719,,10028,12384
46.0,unaffected siblings,patients,yes,siblings,23.0,23.0,25.5,18-37,18.0,37.0,25.0,6197719,,10028,12384
46.0,,healthy,yes,controls,23.0,23.0,25.5,18-37,18.0,37.0,25.0,6197719,,10028,12384
6.0,,healthy,yes,young adults,5.0,1.0,28.5,22-35,22.0,35.0,29.0,3894920,,10745,11773
100.0,healthy,patients,yes,subgroup1,50.0,50.0,30.0,20-40,20.0,40.0,30.0,8315277,,30066,30286
50.0,depression,patients,yes,subgroup2,25.0,25.0,40.0,30-50,30.0,50.0,40.0,8315277,,30066,30286
25.0,anxiety,patients,yes,subgroup3,12.0,13.0,50.0,40-60,40.0,60.0,50.0,8315277,,30066,30286
11.0,depressed patients,patients,yes,depressed patients,5.0,6.0,618.0,618,618.0,618.0,618.0,4589842,,6061,7568
11.0,,healthy,yes,healthy controls,5.0,6.0,568.0,568,568.0,568.0,568.0,4589842,,6061,7568
19.0,MDD,patients,yes,MDD patients,10.0,9.0,35.5,18-55,18.0,55.0,36.0,7875881,,7093,8833
17.0,,healthy,yes,healthy controls,9.0,8.0,34.5,18-55,18.0,55.0,35.0,7875881,,7093,8833
24.0,AN,patients,yes,AN,0.0,24.0,,0,,,,4530666,1.0,9512,12494
25.0,,healthy,yes,HC,0.0,25.0,,0,,,,4530666,1.0,9512,12494
30.0,healthy,patients,yes,students,10.0,20.0,21.5,18-25,18.0,25.0,22.0,5881103,,15988,18765
103.0,healthy,patients,yes,healthy adults,52.0,51.0,32.5,18-45,18.0,45.0,32.0,3334814,,8117,11961
27.0,left hemisphere infarcts,patients,yes,stroke patients,14.0,13.0,59.1,59.1 - 10.8,59.0,70.0,59.0,5903407,,7983,10239
24.0,,healthy,yes,healthy controls,6.0,18.0,57.0,57 - 11,57.0,68.0,57.0,5903407,,7983,10239
223.0,mood and/or anxiety disorder,patients,yes,MA,61.0,162.0,36.0,36 (11),25.0,50.0,36.0,7082218,,14245,17478
45.0,,healthy,yes,HC,22.0,23.0,32.0,32 (11),21.0,45.0,32.0,7082218,,14245,17478
10.0,,healthy,yes,subgroup1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,3893192,,6069,6340
15.0,depression,patients,yes,subgroup2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,3893192,,6069,6340
20.0,anxiety,patients,yes,subgroup3,10.0,10.0,35.0,30-40,30.0,40.0,35.0,3893192,,6069,6340
30.0,"ADHD, hyperactiveimpulsive/inattentive combined subtype",patients,yes,ADHD,20.0,10.0,13.5,10-17,10.0,17.0,14.0,4190683,,9065,12151
30.0,,healthy,yes,healthy,15.0,15.0,14.5,10-17,10.0,17.0,15.0,4190683,,9065,12151
30.0,HFS,patients,yes,HFS,12.0,18.0,48.87,48.87  10.61,38.0,69.0,49.0,8569140,1.0,6781,8456
30.0,,healthy,yes,healthy,12.0,18.0,47.63,47.63  13.29,34.0,67.0,48.0,8569140,1.0,6781,8456
1.0,perinatal stroke,patients,yes,children,,,,6-19 years,6.0,19.0,,8785614,,10157,11478
53.0,mTBI,patients,yes,mTBI patients,25.0,28.0,2058.0,20-58,20.0,58.0,2058.0,7539836,,6826,8200
24.0,healthy,patients,yes,healthy,12.0,12.0,26.0,23-34,23.0,34.0,26.0,3502502,,6711,7624
28.0,healthy,patients,yes,healthy,15.0,13.0,26.39,22.62-30.16,22.0,30.0,26.0,7481390,1.0,8040,10638
90.0,,healthy,yes,CON,45.0,45.0,25.5,20-30,20.0,30.0,25.0,7416060,,8377,10336
54.0,cannabis users,patients,yes,CAN,27.0,27.0,27.5,25-35,25.0,35.0,27.0,7416060,,8377,10336
37.0,PD patients,patients,yes,right-handed,17.0,20.0,60.5,50-70,50.0,70.0,60.0,4184784,,6434,8455
34.0,,healthy,yes,age- and gender-matched,22.0,12.0,58.5,50-70,50.0,70.0,58.0,4184784,,6434,8455
13.0,history of right MCA territory infarction,patients,yes,male participants,13.0,0.0,,,,,,8154462,,4472,5608
12.0,,healthy,yes,young adults,8.0,4.0,25.2,25.2-2.4,25.0,25.0,25.0,6585311,1.0,8877,12685
10.0,chronic post-stroke hemiparesis,patients,yes,stroke patients,6.0,4.0,66.7,66.7-7.94,66.0,67.0,67.0,6585311,1.0,8877,12685
9.0,,healthy,yes,age-matched control participants,4.0,5.0,64.2,64.2-7.73,64.0,65.0,65.0,6585311,1.0,8877,12685
41.0,UC,patients,yes,UC patients,25.0,16.0,37.1,20-54,20.0,54.0,37.0,6457314,,5613,7441
42.0,,healthy,yes,healthy controls,25.0,17.0,36.86,22-55,22.0,55.0,37.0,6457314,,5613,7441
160.0,healthy,patients,yes,FBIRN,115.0,45.0,37.04,19-59,19.0,59.0,37.0,7721229,,10065,13228
151.0,SZ,patients,yes,FBIRN,115.0,36.0,38.77,18-62,18.0,62.0,39.0,7721229,,10065,13228
100.0,mTBI,patients,yes,mTBI patients,50.0,50.0,30.0,20-40,20.0,40.0,30.0,7275020,,7449,8455
100.0,,healthy,yes,healthy controls,50.0,50.0,30.0,20-40,20.0,40.0,30.0,7275020,,7449,8455
23.0,,healthy,yes,HC,15.0,8.0,31.16,19-44,19.0,44.0,31.0,5761874,,7481,8731
25.0,temporal lobe epilepsy,patients,yes,TLE,13.0,12.0,33.67,20-45,20.0,45.0,34.0,5761874,,7481,8731
28.0,ASD,patients,yes,ASD,20.0,8.0,1.62,14.58-16.2,14.0,16.0,15.0,8213933,,13173,14739
27.0,,healthy,yes,TD,18.0,9.0,1.51,14.49-15.51,14.0,15.0,15.0,8213933,,13173,14739
20.0,healthy,patients,yes,healthy,9.0,11.0,21.95,18-35,18.0,35.0,22.0,4810172,,9482,10858
10.0,healthy,patients,yes,group1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,8933317,,45304,45433
15.0,depression,patients,yes,group2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,8933317,,45304,45433
20.0,schizophrenia,patients,yes,group3,10.0,10.0,40.0,35-45,35.0,45.0,40.0,8933317,,45304,45433
19.0,MTLE,patients,yes,MTLE,11.0,8.0,45.31,45.31-45.7,45.0,45.0,45.0,7836234,,7759,9900
19.0,,healthy,yes,healthy,10.0,9.0,45.81,45.81-45.81,45.0,45.0,45.0,7836234,,7759,9900
31.0,VaMCI,patients,yes,VaMCI patients,15.0,16.0,65.5,60-70,60.0,70.0,65.0,6350268,1.0,6317,9916
32.0,,healthy,yes,NCs,16.0,16.0,64.5,60-70,60.0,70.0,65.0,6350268,1.0,6317,9916
34.0,healthy,patients,yes,healthy,12.0,12.0,2345.0,23-45,23.0,45.0,34.0,2525845,,5998,8666
12.0,healthy,patients,yes,early follicular phase,0.0,12.0,23.0,23-23,23.0,23.0,23.0,2525845,,5998,8666
12.0,healthy,patients,yes,midluteal phase,0.0,12.0,23.0,23-23,23.0,23.0,23.0,2525845,,5998,8666
10.0,healthy,patients,yes,group1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,5552726,,18439,18775
15.0,depression,patients,yes,group2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,5552726,,18439,18775
20.0,schizophrenia,patients,yes,group3,10.0,10.0,40.0,35-45,35.0,45.0,40.0,5552726,,18439,18775
32.0,healthy,patients,yes,fMRI experiment,11.0,21.0,230.41,230.41,230.0,231.0,230.0,8018944,,8670,11952
15.0,PTSD,patients,yes,PTSD patients,7.0,8.0,35.0,25-45,25.0,45.0,35.0,8785646,,15850,19588
15.0,,healthy,yes,healthy participants,8.0,7.0,30.0,20-40,20.0,40.0,30.0,8785646,,15850,19588
14.0,AD,patients,yes,AD,7.0,7.0,65.5,60-70,60.0,70.0,65.0,3423412,,6223,8710
8.0,MCI,patients,yes,MCI,4.0,4.0,62.5,55-65,55.0,65.0,62.0,3423412,,6223,8710
14.0,,healthy,yes,healthy,7.0,7.0,63.5,60-70,60.0,70.0,63.0,3423412,,6223,8710
24.0,none,patients,yes,none,12.0,12.0,25.3,21-34,21.0,34.0,25.0,7994216,,12556,14217
167.0,ADHD,patients,yes,ADHD families,83.0,84.0,12.5,5-18,5.0,18.0,13.0,8782893,,7940,10880
120.0,ADHD,patients,yes,ADHD families,60.0,60.0,12.5,5-18,5.0,18.0,13.0,8782893,,7940,10880
47.0,ADHD,patients,yes,ADHD families,23.0,24.0,12.5,5-18,5.0,18.0,13.0,8782893,,7940,10880
27.0,primary generalized SAD,patients,yes,primary generalized SAD,15.0,12.0,30.5,20-40,20.0,40.0,30.0,4029608,,8770,11234
27.0,,healthy,yes,healthy,15.0,12.0,30.5,20-40,20.0,40.0,30.0,4029608,,8770,11234
1.0,healthy,patients,yes,group1,1.0,0.0,25.0,20-30,20.0,30.0,25.0,5339238,,30384,31019
1.0,healthy,patients,yes,group2,0.0,1.0,27.0,25-30,25.0,30.0,27.0,5339238,,30384,31019
1.0,healthy,patients,yes,group3,1.0,0.0,30.0,28-32,28.0,32.0,30.0,5339238,,30384,31019
9.0,healthy,patients,yes,musicians,6.0,3.0,22.7,19-27,19.0,27.0,23.0,5719057,,36231,39516
29.0,healthy,patients,no,trigeminal nociception,15.0,14.0,25.0,20-30,20.0,30.0,25.0,7563756,,9392,10386
12.0,cockroach phobia,patients,yes,phobic individuals,4.0,8.0,40.08,24.08-56.16,24.0,56.0,40.0,6220927,,5977,7136
12.0,,healthy,yes,non-phobic individuals,4.0,8.0,24.08,16.35-31.81,16.0,32.0,24.0,6220927,,5977,7136
1.0,patient,patients,yes,patient,1.0,0.0,45.0,45-45,45.0,45.0,45.0,8978988,2.0,16330,16470
65.0,idiopathic PD,patients,yes,PD patients,32.0,33.0,60.5,50-70,50.0,70.0,61.0,5655292,,3039,4402
24.0,,healthy,yes,healthy controls,12.0,12.0,45.5,30-60,30.0,60.0,46.0,5655292,,3039,4402
22.0,,healthy,yes,Control group,16.0,6.0,16.0,12-20,12.0,20.0,16.0,3701149,,11779,14691
12.0,transient AHs,patients,yes,AH group,5.0,7.0,15.97,12-20,12.0,20.0,16.0,3701149,,11779,14691
13.0,22q11.2 Deletion Syndrome,patients,yes,22q11.2DS group,9.0,4.0,16.14,12-20,12.0,20.0,16.0,3701149,,11779,14691
1.0,healthy,patients,yes,2/2,0.0,1.0,,,,,,3520927,,5472,7428
52.0,healthy,patients,yes,2/3,0.0,52.0,,,,,,3520927,,5472,7428
13.0,healthy,patients,yes,2/4,0.0,13.0,,,,,,3520927,,5472,7428
799.0,healthy,patients,yes,3/3,0.0,799.0,,,,,,3520927,,5472,7428
51.0,healthy,patients,yes,3/4,0.0,51.0,,,,,,3520927,,5472,7428
1.0,healthy,patients,yes,4/4,0.0,1.0,,,,,,3520927,,5472,7428
76.0,APOE genotype,patients,yes,APOE-4 carriers,38.0,22.0,49.9,40-60,40.0,60.0,49.0,9205431,,45406,48741
38.0,APOE genotype,patients,yes,noncarriers,16.0,12.0,49.9,40-60,40.0,60.0,49.0,9205431,,45406,48741
10.0,healthy,patients,yes,subgroup1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,7406917,,42158,42490
15.0,depression,patients,yes,subgroup2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,7406917,,42158,42490
20.0,schizophrenia,patients,yes,subgroup3,10.0,10.0,40.0,30-50,30.0,50.0,40.0,7406917,,42158,42490
18.0,ASC,patients,yes,high-functioning adults,18.0,0.0,30.4,20-40,20.0,40.0,30.0,4265725,,10617,12494
18.0,,healthy,yes,typically-developing controls,18.0,0.0,28.6,18-40,18.0,40.0,28.0,4265725,,10617,12494
100.0,,healthy,yes,subgroup1,50.0,50.0,30.0,20-40,20.0,40.0,30.0,8544331,,21105,21485
50.0,depression,patients,yes,subgroup2,25.0,25.0,40.0,30-50,30.0,50.0,40.0,8544331,,21105,21485
23.0,healthy,patients,yes,MEG Center,12.0,11.0,25.0,20-30,20.0,30.0,25.0,8752963,,5395,7240
89.0,healthy,patients,yes,HCP,45.0,44.0,28.0,22-35,22.0,35.0,28.0,8752963,,5395,7240
10.0,ET,patients,yes,ET patients,6.0,4.0,69.48,69-70,69.0,70.0,69.0,7493988,,43154,44585
10.0,,healthy,yes,healthy controls,5.0,5.0,67.77,67-68,67.0,68.0,67.0,7493988,,43154,44585
70.0,healthy,patients,yes,young people,35.0,35.0,17.5,18-27,18.0,27.0,18.0,5104469,,12106,15360
21.0,"PTSD, depression, anxiety, conduct disorder and phobia",patients,yes,young people with a history of childhood abuse,15.0,6.0,17.5,18-27,18.0,27.0,18.0,5104469,,12106,15360
20.0,Tourette syndrome,patients,yes,Tourette syndrome patients,10.0,10.0,15.0,10-20,10.0,20.0,15.0,3877773,,6179,7775
17.0,,healthy,yes,healthy control children,9.0,8.0,16.0,12-18,12.0,18.0,16.0,3877773,,6179,7775
10.0,healthy,patients,yes,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,6611425,1.0,40608,40995
15.0,depression,patients,yes,group2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,6611425,1.0,40608,40995
20.0,schizophrenia,patients,yes,group3,12.0,8.0,40.0,30-50,30.0,50.0,40.0,6611425,1.0,40608,40995
4.0,healthy,patients,yes,group1,2.0,2.0,30.0,20-40,20.0,40.0,30.0,6389716,1.0,38970,39301
3.0,depression,patients,yes,group2,1.0,2.0,35.0,30-40,30.0,40.0,35.0,6389716,1.0,38970,39301
2.0,anxiety,patients,yes,group3,1.0,1.0,25.0,20-30,20.0,30.0,25.0,6389716,1.0,38970,39301
13.0,experienced HA users,patients,yes,eHA,7.0,6.0,4.5,1-2,1.0,2.0,1.0,6509414,,8835,10592
14.0,inexperienced HA users,patients,yes,iHA,7.0,7.0,,0-0,,,,6509414,,8835,10592
20.0,ALS,patients,yes,sporadic ALS,10.0,10.0,50.0,40-60,40.0,60.0,50.0,3447931,,7348,8813
20.0,,healthy,yes,control group,10.0,10.0,50.0,40-60,40.0,60.0,50.0,3447931,,7348,8813
284.0,,healthy,yes,N/A,140.0,144.0,25.6,N/A,18.0,50.0,25.0,4319399,,9266,11511
142.0,,healthy,yes,RH,71.0,71.0,26.8,N/A,18.0,50.0,27.0,4319399,,9266,11511
142.0,,healthy,yes,LH,73.0,69.0,24.4,N/A,18.0,50.0,24.0,4319399,,9266,11511
14.0,normal hearing,patients,yes,listeners,7.0,7.0,22.0,22-48,22.0,48.0,22.0,3788350,,9587,10771
10.0,healthy,patients,yes,children,5.0,5.0,5.8,5-6,5.0,6.0,6.0,4274095,,11741,12283
15.0,autism,patients,yes,children,10.0,5.0,6.2,6-7,6.0,7.0,7.0,4274095,,11741,12283
20.0,healthy,patients,yes,children,10.0,10.0,7.8,7-8,7.0,8.0,8.0,4274095,,11741,12283
38.0,ADHD,patients,yes,methylphenidate-nave adults,19.0,19.0,25.0,20-30,20.0,30.0,25.0,6347794,1.0,30528,31710
15.0,phobic prone,patients,yes,PP,9.0,6.0,39.2,31.8-46.6,31.0,46.0,39.0,3002948,,8290,11062
15.0,eating disorders prone,patients,yes,EDP,10.0,5.0,34.4,25.7-43.1,25.0,43.0,34.0,3002948,,8290,11062
15.0,healthy,patients,yes,righthanded students,7.0,8.0,23.8,23-28,23.0,28.0,24.0,5324609,,5173,8811
8.0,healthy,patients,no,did not exhibit sufficient levels of learning,,,,,,,,5324609,,5173,8811
8.0,healthy,patients,yes,fMRI,4.0,4.0,31.75,31.75-5.00,31.0,36.0,31.0,4522562,,34627,36506
6.0,affective violence,patients,yes,VA group,6.0,0.0,,,,,,9230060,,4708,5988
7.0,predatory violence,patients,yes,VP group,7.0,0.0,,,,,,9230060,,4708,5988
7.0,non-violent crime,patients,yes,NV group,7.0,0.0,,,,,,9230060,,4708,5988
20.0,,healthy,yes,HC group,20.0,0.0,,,,,,9230060,,4708,5988
25.0,,healthy,yes,normal adult subjects,14.0,10.0,33.2,21-35,21.0,35.0,33.0,6412974,,9389,12145
18.0,JME patients,patients,yes,JME patients,3.0,15.0,30.1,20-48,20.0,48.0,30.0,6412974,,9389,12145
1.0,,healthy,yes,all subjects,1.0,0.0,,0-0,,,,9435010,,11452,12744
24.0,MSA c-type patients,patients,yes,MSA c-type patients,12.0,12.0,60.0,50-70,50.0,70.0,60.0,7485713,,27477,29306
20.0,,healthy,yes,controls,10.0,10.0,60.0,50-70,50.0,70.0,60.0,7485713,,27477,29306
5.0,,healthy,yes,healthy,3.0,2.0,30.0,20-40,20.0,40.0,30.0,6678781,,33032,36829
3.0,convicted,patients,yes,convicted,2.0,1.0,35.0,25-45,25.0,45.0,35.0,6678781,,33032,36829
2.0,non-convicted,patients,yes,non-convicted,1.0,1.0,40.0,30-50,30.0,50.0,40.0,6678781,,33032,36829
16.0,ASD,patients,yes,male,16.0,0.0,13.0,8-18,8.0,18.0,13.0,5279905,,7481,9124
16.0,,healthy,yes,male,16.0,0.0,13.0,8-18,8.0,18.0,13.0,5279905,,7481,9124
100.0,ET,patients,yes,ET patients,50.0,50.0,50.0,40-60,40.0,60.0,50.0,4732188,,5151,6415
100.0,,healthy,yes,healthy controls,50.0,50.0,50.0,40-60,40.0,60.0,50.0,4732188,,5151,6415
42.0,ASD,patients,yes,ASD,21.0,21.0,22.0,8-36,8.0,36.0,20.0,3842522,,11123,13089
48.0,,healthy,yes,TD,24.0,24.0,24.0,8-36,8.0,36.0,22.0,3842522,,11123,13089
20.0,,healthy,yes,group1,10.0,10.0,25.0,20-30,20.0,30.0,25.0,3777673,,12233,16884
20.0,diagnosis,patients,yes,group2,10.0,10.0,30.0,25-35,25.0,35.0,30.0,3777673,,12233,16884
62.0,panic disorder and agoraphobia,patients,yes,first funding period,30.0,32.0,35.5,20-50,20.0,50.0,35.0,6854061,,8526,10737
39.0,,healthy,yes,first funding period,20.0,19.0,34.5,20-50,20.0,50.0,34.0,6854061,,8526,10737
60.0,panic disorder and agoraphobia,patients,yes,second funding period,30.0,30.0,36.5,20-50,20.0,50.0,36.0,6854061,,8526,10737
38.0,,healthy,yes,second funding period,20.0,18.0,35.5,20-50,20.0,50.0,35.0,6854061,,8526,10737
21.0,PTSD,patients,yes,PTSD patients,10.0,11.0,35.0,20-50,20.0,50.0,30.0,5030332,,7905,9151
11.0,healthy,patients,yes,normal,5.0,6.0,31.0,25-38,25.0,38.0,31.0,3132672,,7753,11701
32.0,healthy,patients,yes,right-handed volunteers,17.0,15.0,25.27,25-27,25.0,27.0,26.0,4332461,,4501,7045
16.0,low BrAC,patients,yes,low BrAC group,8.0,8.0,25.27,25-27,25.0,27.0,26.0,4332461,,4501,7045
16.0,high BrAC,patients,yes,high BrAC group,8.0,8.0,25.27,25-27,25.0,27.0,26.0,4332461,,4501,7045
20.0,MdDS,patients,yes,MdDS,5.0,15.0,43.4,27-66 years,27.0,66.0,43.0,3510214,,12585,13447
20.0,,healthy,yes,CTRL,10.0,10.0,43.0,23-59 years,23.0,59.0,43.0,3510214,,12585,13447
34.0,alcohol-dependent patients,patients,yes,abstinent ADP,34.0,0.0,,,,,,5413198,,10741,12545
26.0,,healthy,yes,HC,26.0,0.0,,,,,,5413198,,10741,12545
20.0,,healthy,no,,7.0,13.0,25.53,,,,,2561002,,39930,43391
10.0,healthy,patients,yes,subgroup1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,7004957,3.0,28744,28950
15.0,depression,patients,yes,subgroup2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,7004957,3.0,28744,28950
20.0,schizophrenia,patients,yes,subgroup3,10.0,10.0,40.0,35-45,35.0,45.0,40.0,7004957,3.0,28744,28950
28.0,IA,patients,yes,adolescents,14.0,14.0,15.1,14-16,14.0,16.0,15.0,4030253,,12909,14925
27.0,,healthy,yes,adolescents,14.0,13.0,15.2,15-16,15.0,16.0,15.0,4030253,,12909,14925
35.0,DD and TD,patients,yes,children,12.0,23.0,9.5,8-11,8.0,11.0,10.0,5758587,,11527,14377
25.0,DD and TD,patients,yes,children,12.0,13.0,9.5,8-11,8.0,11.0,10.0,5758587,,11527,14377
14.0,DD and TD,patients,yes,children,7.0,7.0,9.5,8-11,8.0,11.0,10.0,5758587,,11527,14377
13.0,DD and TD,patients,yes,children,6.0,7.0,9.5,8-11,8.0,11.0,10.0,5758587,,11527,14377
21.0,Parkinson's disease,patients,yes,Parkinson's disease patients,13.0,8.0,60.8,44-73,44.0,73.0,60.0,3182403,,5559,6387
20.0,healthy,patients,yes,Spanish speakers,10.0,10.0,30.0,20-40,20.0,40.0,30.0,4017227,,10889,12088
20.0,healthy,patients,yes,English speakers,10.0,10.0,30.0,20-40,20.0,40.0,30.0,4017227,,10889,12088
18.0,healthy,patients,yes,regular trials,9.0,9.0,25.0,20-30,20.0,30.0,25.0,4352055,,25752,26232
2.0,healthy,patients,yes,regular trials,1.0,1.0,23.5,20-27,20.0,27.0,23.0,4352055,,25752,26232
18.0,healthy,patients,yes,regular trials,9.0,9.0,25.0,20-30,20.0,30.0,25.0,4352055,,25752,26232
75.0,chronic dieters,patients,yes,females,0.0,75.0,19.38,18-23,18.0,23.0,19.0,5460048,,11781,14592
5.0,patients,patients,yes,patients,3.0,2.0,40.0,20-60,20.0,60.0,45.0,6699415,,34985,36467
15.0,healthy,patients,yes,fMRI experiment,8.0,7.0,26.5,21-38 years,21.0,38.0,26.0,3324921,,9056,13005
63.0,healthy,patients,yes,healthy,30.0,26.0,24.3,24-35,24.0,35.0,25.0,5068584,,5351,8476
2.0,anovulation,patients,no,anovulation,0.0,2.0,,0-0,,,,5068584,,5351,8476
1.0,pregnancy,patients,no,pregnancy,0.0,1.0,,0-0,,,,5068584,,5351,8476
173.0,TSC,patients,yes,cohort,86.0,87.0,32.5,18-65,18.0,65.0,30.0,9308181,,5201,8942
157.0,TSC,patients,yes,pulmonary function tests,78.0,79.0,31.2,19-64,19.0,64.0,29.0,9308181,,5201,8942
155.0,TSC,patients,yes,cardiotocography,77.0,78.0,31.1,18-65,18.0,65.0,29.0,9308181,,5201,8942
163.0,healthy,patients,yes,HCs,117.0,46.0,36.9,36.9,36.0,37.0,36.0,9057100,,12793,13992
151.0,SZ,patients,yes,SZ,114.0,37.0,37.8,37.8,37.0,38.0,37.0,9057100,,12793,13992
100.0,,healthy,yes,fMRI,50.0,50.0,26.0,20-32,20.0,32.0,26.0,6016936,,11128,11174
6.0,PCH,patients,yes,PCH patients,3.0,3.0,10.0,5-15,5.0,15.0,10.0,9461104,,8676,10310
4.0,autism,patients,yes,example_subjects,2.0,2.0,30.5,8-64,8.0,64.0,30.0,9407088,,31900,35502
1114.0,autism,patients,yes,all_subjects,557.0,557.0,12.5,8-64,8.0,64.0,12.0,9407088,,31900,35502
10.0,healthy,patients,yes,subgroup1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,3775427,,31249,31467
15.0,depression,patients,yes,subgroup2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,3775427,,31249,31467
20.0,schizophrenia,patients,yes,subgroup3,10.0,10.0,40.0,35-45,35.0,45.0,40.0,3775427,,31249,31467
100.0,,healthy,yes,fMRI,50.0,50.0,26.0,18-32,18.0,32.0,24.0,6492297,1.0,38100,38133
3.0,,healthy,yes,LMTLE,1.0,2.0,30.0,20-40,20.0,40.0,30.0,8933759,1.0,14113,14609
